PeakID (cmd=annotatePeaks.pl beds/community1.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
744	chr1	143702093	143703333	+	0	NA	5' UTR (NM_145991, exon 1 of 17)	5' UTR (NM_145991, exon 1 of 17)	180	NM_145991	214498		NM_145991	ENSMUSG00000026361	Cdc73	8430414L16Rik|C130030P16Rik|Hrpt2	cell division cycle 73, Paf1/RNA polymerase II complex component	protein-coding
5119	chr9	110875258	110875713	+	0	NA	intron (NM_146260, intron 2 of 5)	intron (NM_146260, intron 2 of 5)	4588	NM_146260	20776		NM_146260	ENSMUSG00000049555	Tmie	5131400L21Rik|Mm.87012|sr	transmembrane inner ear	protein-coding
732	chr1	134083125	134083578	+	0	NA	Intergenic	Intergenic	-4196	NM_007570	12227		NM_007570	ENSMUSG00000020423	Btg2	APRO1|Pc3|TIS21	BTG anti-proliferation factor 2	protein-coding
106	chr11	102142391	102142736	+	0	NA	Intergenic	Intergenic	-2950	NM_145829	217214		NM_145829	ENSMUSG00000048217	Nags	1700120E20Rik|argA	N-acetylglutamate synthase	protein-coding
2256	chr18	4994033	4994779	+	0	NA	Intergenic	Intergenic	-52183	NM_001347449	225115		NM_153153	ENSMUSG00000024236	Svil	B430302E16Rik	supervillin	protein-coding
1798	chr14	118807913	118808518	+	0	NA	intron (NM_023878, intron 1 of 4)	ORR1A2|LTR|ERVL-MaLR	20344	NM_023878	58187		NM_021386	ENSMUSG00000022132	Cldn10	6720456I16Rik|Cldn10a|Cldn10b|D14Ertd728e	claudin 10	protein-coding
61	chr10	127748867	127749660	+	0	NA	TTS (NM_007412)	TTS (NM_007412)	2535	NM_007412	11536		NM_007412	ENSMUSG00000058396	Gpr182	AM-R|Admr|G10-D|Gpcr17|Gpcr22|MB10|NOW	G protein-coupled receptor 182	protein-coding
4781	chr3	52618856	52619244	+	0	NA	Intergenic	Intergenic	102086	NR_153344	102631981		NR_153344	ENSMUSG00000103965	Gm30173	-	predicted gene, 30173	ncRNA
3088	chr4	118179473	118180335	+	0	NA	5' UTR (NM_001161823, exon 1 of 22)	5' UTR (NM_001161823, exon 1 of 22)	139	NM_001161823	230674		NM_172382	ENSMUSG00000033326	Kdm4a	D4Ertd222e|JHDM3A|Jmjd2|Jmjd2a|mKIAA0677	lysine (K)-specific demethylase 4A	protein-coding
4863	chr1	134460378	134461223	+	0	NA	intron (NM_153128, intron 2 of 11)	intron (NM_153128, intron 2 of 11)	5269	NM_153128	240756		NM_153128	ENSMUSG00000026455	Klhl12	C3ip1	kelch-like 12	protein-coding
877	chr10	40348497	40350138	+	0	NA	promoter-TSS (NM_001291816)	promoter-TSS (NM_001291816)	9	NM_001168304	78334		NM_198164	ENSMUSG00000038481	Cdk19	2700084L06Rik|CDK11|Cdc2l6|mKIAA1028	cyclin dependent kinase 19	protein-coding
3599	chr6	55339002	55339836	+	0	NA	intron (NM_007472, intron 1 of 3)	intron (NM_007472, intron 1 of 3)	3120	NM_007472	11826		NM_007472	ENSMUSG00000004655	Aqp1	CHIP28	aquaporin 1	protein-coding
2519	chr2	19011488	19011915	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	13382	NR_024323	74629		NR_024323	ENSMUSG00000026736	4930426L09Rik	-	RIKEN cDNA 4930426L09 gene	ncRNA
3808	chr7	46829774	46830429	+	0	NA	Intergenic	MIR|SINE|MIR	-15703	NR_102727	16828		NM_010699	ENSMUSG00000063229	Ldha	Ldh1|Ldhm|l7R2	lactate dehydrogenase A	protein-coding
4234	chr9	50767617	50768803	+	0	NA	promoter-TSS (NM_198675)	promoter-TSS (NM_198675)	-26	NM_023483	68721		NM_023483	ENSMUSG00000037971	Cfap68	1110032A03Rik|4930500N06Rik|c11orf1	cilia and flagella associated protein 68	protein-coding
3357	chr5	100548190	100548589	+	0	NA	TTS (NM_012001)	TTS (NM_012001)	14707	NM_001370754	231507		NM_139198	ENSMUSG00000029322	Plac8	C15|D5Wsu111e	placenta-specific 8	protein-coding
998	chr10	99154630	99154976	+	0	NA	intron (NR_153333, intron 7 of 12)	intron (NR_153333, intron 7 of 12)	46668	NM_015737	14426		NM_015737	ENSMUSG00000090035	Galnt4	-	polypeptide N-acetylgalactosaminyltransferase 4	protein-coding
1291	chr11	101551743	101553214	+	0	NA	promoter-TSS (NM_001252223)	promoter-TSS (NM_001252223)	-176	NR_152788	17966		NM_008676	ENSMUSG00000017119	Nbr1	mKIAA0049	NBR1, autophagy cargo receptor	protein-coding
604	chr1	23966213	23966639	+	0	NA	Intergenic	Intergenic	39214	NM_026503	68002		NM_026503	ENSMUSG00000026154	Sdhaf4	1110058L19Rik|1700001E18Rik|C6orf57	succinate dehydrogenase complex assembly factor 4	protein-coding
6036	chr13	9014177	9014855	+	0	NA	Intergenic	Intergenic	-18504	NM_027000	69237		NM_027000	ENSMUSG00000021149	Gtpbp4	2610028C09Rik|Crfg|Gtpbp3|NGB|Nog1	GTP binding protein 4	protein-coding
4570	chr3	146699956	146700576	+	0	NA	Intergenic	Intergenic	-14781	NM_001368726	75015		NM_029144	ENSMUSG00000048652	Samd13	1700013A07Rik|1700095G21Rik|4930483N21Rik|Gm1652	sterile alpha motif domain containing 13	protein-coding
1150	chr11	69995318	69995941	+	0	NA	promoter-TSS (NM_030064)	promoter-TSS (NM_030064)	-137	NM_001291125	78246		NM_030064	ENSMUSG00000018572	Phf23	JUNE-1	PHD finger protein 23	protein-coding
4840	chr7	144009057	144009346	+	0	NA	promoter-TSS (NR_037292)	promoter-TSS (NR_037292)	-53	NR_037292	100526562		NR_037292	ENSMUSG00000093221	Mir3105	mmu-mir-3105	microRNA 3105	ncRNA
3134	chr4	132421845	132422837	+	0	NA	intron (NM_175306, intron 1 of 13)	CpG	105	NM_175306	100169		NM_175306	ENSMUSG00000066043	Phactr4	3110001B12Rik|C330013F19Rik|mKIAA4120	phosphatase and actin regulator 4	protein-coding
2228	chr17	71097235	71097575	+	0	NA	intron (NM_001083934, intron 21 of 36)	intron (NM_001083934, intron 21 of 36)	77848	NM_001083934	17929		NM_010867	ENSMUSG00000024049	Myom1	D430047A17Rik	myomesin 1	protein-coding
6053	chr14	51142217	51142414	+	0	NA	Intergenic	RMER13A1|LTR|ERVK	4452	NM_011271	19752		NM_011271	ENSMUSG00000035896	Rnase1	Rib-1|Rib1	ribonuclease, RNase A family, 1 (pancreatic)	protein-coding
5745	chr8	123978743	123979391	+	0	NA	intron (NM_019552, intron 1 of 12)	intron (NM_019552, intron 1 of 12)	4055	NM_019552	56199		NM_019552	ENSMUSG00000031974	Abcb10	Abc-me|Abcb12	ATP-binding cassette, sub-family B member 10	protein-coding
407	chr4	98187056	98187419	+	0	NA	Intergenic	L1M4b|LINE|L1	196028	NM_053157	94043		NM_053157	ENSMUSG00000028563	Tm2d1	2310026L18Rik|Bbp	TM2 domain containing 1	protein-coding
5019	chr3	122247764	122248097	+	0	NA	intron (NM_008129, intron 1 of 6)	B4A|SINE|B4	2373	NM_008129	14630		NM_008129	ENSMUSG00000028124	Gclm	Gcmc|Glclr	glutamate-cysteine ligase, modifier subunit	protein-coding
116	chr12	8432195	8433344	+	0	NA	Intergenic	ID_B1|SINE|B4	67240	NM_007483	11852		NM_007483	ENSMUSG00000054364	Rhob	Arh6|Arhb	ras homolog family member B	protein-coding
2645	chr2	103832915	103833326	+	0	NA	Intergenic	Intergenic	-22498	NR_040514	78031		NR_040514	ENSMUSG00000086687	4930547E08Rik	-	RIKEN cDNA 4930547E08 gene	ncRNA
60	chr10	127661930	127662667	+	0	NA	intron (NM_001122895, intron 5 of 5)	intron (NM_001122895, intron 5 of 5)	4405	NM_008668	17937		NM_008668	ENSMUSG00000025402	Nab2	-	Ngfi-A binding protein 2	protein-coding
3909	chr7	114771766	114772503	+	0	NA	intron (NM_173767, intron 2 of 12)	intron (NM_173767, intron 2 of 12)	26368	NM_173767	233752		NM_173767	ENSMUSG00000048782	Insc	3830422K02Rik|C730020D23	INSC spindle orientation adaptor protein	protein-coding
2692	chr2	131491437	131492566	+	0	NA	5' UTR (NM_001177840, exon 1 of 4)	5' UTR (NM_001177840, exon 1 of 4)	139	NM_001177839	228608		NM_145533	ENSMUSG00000027333	Smox	B130066H01Rik|PAO|PAOh1|SMO	spermine oxidase	protein-coding
5694	chr7	100466977	100467770	+	0	NA	intron (NM_001017985, intron 32 of 32)	intron (NM_001017985, intron 32 of 32)	-5618	NM_009464	22229		NM_009464	ENSMUSG00000032942	Ucp3	Slc25a9|UCP-3	uncoupling protein 3 (mitochondrial, proton carrier)	protein-coding
3612	chr6	72271114	72271361	+	0	NA	Intergenic	MLT2B1|LTR|ERVL	-33373	NM_001282071	20388		NM_147779	ENSMUSG00000056370	Sftpb	SF-B|SP-B|Sftp-3|Sftp3	surfactant associated protein B	protein-coding
2794	chr2	173037908	173038635	+	0	NA	Intergenic	Intergenic	16369	NM_019547	56190		NM_019547	ENSMUSG00000027510	Rbm38	Rnpc1|Seb4|Seb4l	RNA binding motif protein 38	protein-coding
310	chr19	6262637	6263395	+	0	NA	TTS (NM_194348)	TTS (NM_194348)	-1627	NR_029830	723957		NR_029830	ENSMUSG00000065582	Mir194-2	Mirn194-2|mir-194-2	microRNA 194-2	ncRNA
5792	chr1	64656851	64657055	+	0	NA	Intergenic	Intergenic	33706	NR_038009	69941		NR_038009	ENSMUSG00000087213	2810408I11Rik	-	RIKEN cDNA 2810408I11 gene	ncRNA
4197	chr9	21287849	21288411	+	0	NA	promoter-TSS (NM_145416)	promoter-TSS (NM_145416)	-161	NM_145416	215194		NM_145416	ENSMUSG00000035047	Kri1	-	KRI1 homolog	protein-coding
3725	chr6	140280803	140281708	+	0	NA	Intergenic	ID_B1|SINE|B4	-142844	NM_144920	109135		NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding
3714	chr6	134928183	134929433	+	0	NA	promoter-TSS (NR_037956)	promoter-TSS (NR_037956)	-284	NR_037956	381822		NR_037955	ENSMUSG00000098318	Lockd	1190002F15Rik|Droc	lncRNA downstream of Cdkn1b	ncRNA
4475	chr10	81362375	81363010	+	0	NA	exon (NM_028657, exon 7 of 10)	exon (NM_028657, exon 7 of 10)	3128	NM_001014836	432479		NM_001014836	ENSMUSG00000020234	Tektip1	2210409H10Rik|4930404N11Rik|5730551K18Rik	tektin bundle interacting protein 1	protein-coding
1969	chr15	102624778	102626070	+	0	NA	promoter-TSS (NM_001310066)	promoter-TSS (NM_001310066)	40	NM_001310070	223922		NM_146065	ENSMUSG00000099083	Atf7	1110012F10Rik|9430065F09Rik|C130020M04Rik	activating transcription factor 7	protein-coding
1868	chr15	76263294	76264102	+	0	NA	Intergenic	Intergenic	-4391	NM_028852	74281		NM_028852	ENSMUSG00000049653	Spatc1	1700084J23Rik|speriolin	spermatogenesis and centriole associated 1	protein-coding
5457	chr2	38191568	38192378	+	0	NA	intron (NM_146122, intron 2 of 21)	intron (NM_146122, intron 2 of 21)	95411	NM_001362977	227801		NM_146122	ENSMUSG00000035392	Dennd1a	6030446I19Rik|connecdenn	DENN domain containing 1A	protein-coding
2217	chr17	57031350	57032402	+	0	NA	promoter-TSS (NM_010613)	promoter-TSS (NM_010613)	-369	NM_010613	16549		NM_010613	ENSMUSG00000007670	Khsrp	6330409F21Rik|Fbp2|Fubp2|Ksrp	KH-type splicing regulatory protein	protein-coding
2467	chr19	43797163	43797659	+	0	NA	intron (NM_013806, intron 3 of 31)	MER63A|DNA|hAT-Blackjack	15103	NM_013806	12780		NM_013806	ENSMUSG00000025194	Abcc2	Abc30|Cmoat|Mrp2|cMRP	ATP-binding cassette, sub-family member 2	protein-coding
1379	chr11	120672640	120673942	+	0	NA	promoter-TSS (NM_001363056)	promoter-TSS (NM_001363056)	-64	NM_001363056	68938		NM_026877	ENSMUSG00000025142	Aspscr1	1190006K01Rik|ASPC|ASPCR1|ASPL|ASPS|RCC17|TUG	ASPSCR1 tether for SLC2A4, UBX domain containing	protein-coding
420	chr4	128983398	128984201	+	0	NA	Intergenic	Intergenic	-9425	NM_001033966	11637		NM_016895	ENSMUSG00000028792	Ak2	Ak-2|D4Ertd220e	adenylate kinase 2	protein-coding
3297	chr5	36483503	36484989	+	0	NA	promoter-TSS (NM_001170454)	promoter-TSS (NM_001170454)	39	NM_001170454	231151		NM_001170454	ENSMUSG00000029196	Tada2b	Gm145	transcriptional adaptor 2B	protein-coding
1351	chr11	116580637	116581997	+	0	NA	exon (NM_173755, exon 1 of 18)	exon (NM_173755, exon 1 of 18)	130	NM_173755	217342		NM_173755	ENSMUSG00000020802	Ube2o	9630022H21|B230113M03Rik|E2-230K|mKIAA1734	ubiquitin-conjugating enzyme E2O	protein-coding
2401	chr19	11965008	11966219	+	0	NA	promoter-TSS (NM_001033174)	promoter-TSS (NM_001033174)	-231	NM_001033174	76303		NM_001033174	ENSMUSG00000024687	Osbp	1110018F06Rik|mKIAA4220	oxysterol binding protein	protein-coding
1465	chr12	83328880	83329367	+	0	NA	intron (NM_058212, intron 4 of 8)	intron (NM_058212, intron 4 of 8)	158613	NM_058212	70127		NM_058212	ENSMUSG00000021221	Dpf3	2810403B03Rik|6530402L11Rik|BAF45C|CERD4|Gm18872|cer-d4	double PHD fingers 3	protein-coding
4979	chr19	10016261	10016505	+	0	NA	intron (NM_001378857, intron 5 of 13)	intron (NM_001378857, intron 5 of 13)	1336	NM_001378860	74760		NM_144538	ENSMUSG00000024663	Rab3il1	1200014K04Rik|Rab3ail1	RAB3A interacting protein (rabin3)-like 1	protein-coding
1224	chr11	86614073	86614443	+	0	NA	intron (NM_001379041, intron 7 of 8)	intron (NM_001379041, intron 7 of 8)	16805	NR_168619	100504632		NR_168619	ENSMUSG00000083992	Gm11478	-	predicted gene 11478	pseudo
1215	chr11	85117212	85117508	+	0	NA	intron (NM_001029934, intron 1 of 33)	intron (NM_001029934, intron 1 of 33)	22595	NM_001029934	237898		NM_001029934	ENSMUSG00000000804	Usp32	2900074J03Rik|6430526O11Rik	ubiquitin specific peptidase 32	protein-coding
793	chr1	171280601	171281888	+	0	NA	promoter-TSS (NM_008911)	promoter-TSS (NM_008911)	-58	NM_008911	19044		NM_008911	ENSMUSG00000062729	Ppox	Ppo	protoporphyrinogen oxidase	protein-coding
4548	chr19	4858819	4859739	+	0	NA	intron (NM_019861, intron 9 of 13)	intron (NM_019861, intron 9 of 13)	4114	NM_019861	56464		NM_019861	ENSMUSG00000083282	Ctsf	-	cathepsin F	protein-coding
4951	chr16	91448882	91449196	+	0	NA	Intergenic	Intergenic	-16065	NR_077219	100503120		NR_077219	ENSMUSG00000084866	A930006K02Rik	-	RIKEN cDNA A930006K02 gene	ncRNA
5739	chr8	119918059	119918654	+	0	NA	intron (NM_001310630, intron 1 of 13)	intron (NM_001310630, intron 1 of 13)	7996	NM_009462	22224		NM_009462	ENSMUSG00000031826	Usp10	2610014N07Rik|UBPO|Uchrp|mKIAA0190	ubiquitin specific peptidase 10	protein-coding
1283	chr11	100916403	100916925	+	0	NA	intron (NM_213659, intron 1 of 23)	RLTR11A2|LTR|ERVK	22876	NM_011486	20848		NM_011486	ENSMUSG00000004040	Stat3	1110034C02Rik|Aprf	signal transducer and activator of transcription 3	protein-coding
4097	chr8	89279805	89280354	+	0	NA	Intergenic	Intergenic	-235917	NM_021390	58198		NM_021390	ENSMUSG00000031665	Sall1	Msal-3	spalt like transcription factor 1	protein-coding
2910	chr3	101939919	101940231	+	0	NA	Intergenic	Intergenic	-15622	NM_001039371	242126		NM_177729	ENSMUSG00000033147	Slc22a15	2610034P21Rik|4930477M19|A530052I06Rik	solute carrier family 22 (organic anion/cation transporter), member 15	protein-coding
300	chr18	39430579	39431038	+	0	NA	intron (NM_001361210, intron 2 of 8)	intron (NM_001361210, intron 2 of 8)	58471	NM_008173	14815		NM_008173	ENSMUSG00000024431	Nr3c1	GR|Grl-1|Grl1	nuclear receptor subfamily 3, group C, member 1	protein-coding
3990	chr8	10939814	10940620	+	0	NA	Intergenic	Intergenic	-11760	NR_030715	665306		NR_030715	ENSMUSG00000038917	3930402G23Rik	-	RIKEN cDNA 3930402G23 gene	ncRNA
4793	chr4	72049443	72050057	+	0	NA	Intergenic	Intergenic	151143	NM_001285531	21885		NM_011599	ENSMUSG00000008305	Tle1	C230057C06Rik|Estm14|Grg-1|Grg1|Tle4l	transducin-like enhancer of split 1	protein-coding
2639	chr2	93720986	93721379	+	0	NA	intron (NM_001355076, intron 10 of 10)	intron (NM_001355076, intron 10 of 10)	78748	NM_007442	11695		NM_007442	ENSMUSG00000040310	Alx4	lst	aristaless-like homeobox 4	protein-coding
5305	chr13	33003562	33003754	+	0	NA	promoter-TSS (NM_009256)	promoter-TSS (NM_009256)	-883	NM_009256	20723		NM_009256	ENSMUSG00000045827	Serpinb9	CAP-3|CAP3|PI-9|PI9|Spi6|ovalbumin	serine (or cysteine) peptidase inhibitor, clade B, member 9	protein-coding
3316	chr5	64811045	64812448	+	0	NA	intron (NR_165035, intron 1 of 6)	intron (NR_165035, intron 1 of 6)	8225	NR_165035	16599		NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|Bklf|Tef-2	Kruppel-like transcription factor 3 (basic)	protein-coding
388	chr4	11020127	11020566	+	0	NA	Intergenic	MamRep38|DNA|hAT	-12727	NM_175175	71801		NM_175175	ENSMUSG00000049969	Plekhf2	1110070J07Rik|ZFYVE18	pleckstrin homology domain containing, family F (with FYVE domain) member 2	protein-coding
975	chr10	81349938	81351086	+	0	NA	promoter-TSS (NM_010440)	promoter-TSS (NM_010440)	-55	NM_001163166	15353		NM_010440	ENSMUSG00000020232	Hmg20b	BRAF35|Hmgx2|Hmgxb2|Smarce1r	high mobility group 20B	protein-coding
591	chr9	102405943	102406481	+	0	NA	Intergenic	Intergenic	-51519	NM_001168296	270190		NM_173447	ENSMUSG00000032537	Ephb1	9330129L11|C130099E04Rik|Cek6|Elk|Elkh|Hek6|Net	Eph receptor B1	protein-coding
966	chr10	80797601	80799218	+	0	NA	promoter-TSS (NM_013651)	promoter-TSS (NM_013651)	217	NM_023900	78670		NM_023900	ENSMUSG00000035278	Plekhj1	9530063M10Rik	pleckstrin homology domain containing, family J member 1	protein-coding
2396	chr19	8966530	8967478	+	0	NA	promoter-TSS (NM_026007)	promoter-TSS (NM_026007)	-37	NM_026007	67160		NM_026007	ENSMUSG00000071644	Eef1g	2610301D06Rik|EF1G	eukaryotic translation elongation factor 1 gamma	protein-coding
3500	chr5	137628402	137629610	+	0	NA	promoter-TSS (NR_033148)	promoter-TSS (NR_033148)	-117	NR_033148	100316903		NR_033148		Gm20605	Lrch4-sap25	predicted gene 20605	ncRNA
4369	chr9	113969501	113969695	+	0	NA	intron (NR_164181, intron 12 of 15)	intron (NR_164181, intron 12 of 15)	38286	NR_164181	22221		NM_013699	ENSMUSG00000009741	Ubp1	Cp2b|LBP-1a|LBP-1b|NF2d9	upstream binding protein 1	protein-coding
3641	chr6	88841485	88843116	+	0	NA	promoter-TSS (NR_045880)	promoter-TSS (NR_045880)	-365	NR_155424	80283		NM_030251	ENSMUSG00000030083	Abtb1	BPOZ|EF1ABP	ankyrin repeat and BTB domain containing 1	protein-coding
4878	chr10	43667704	43668140	+	0	NA	Intergenic	Intergenic	74495	NR_033558	414125		NR_033558	ENSMUSG00000075184	F930017D23Rik	F830002L21Rik	RIKEN cDNA F930017D23 gene	ncRNA
3732	chr6	145811155	145811556	+	0	NA	intron (NM_027760, intron 2 of 4)	intron (NM_027760, intron 2 of 4)	54065	NM_024469	79362		NM_024469	ENSMUSG00000030256	Bhlhe41	6430520M22Rik|Bhlhb2l|Bhlhb3|DEC2|Sharp1	basic helix-loop-helix family, member e41	protein-coding
175	chr14	11523041	11523498	+	0	NA	Intergenic	ID_B1|SINE|B4	-30284	NM_008981	19270		NM_008981	ENSMUSG00000121513	Ptprg	5430405N12Rik|RPTPgamma	protein tyrosine phosphatase receptor type G	protein-coding
166	chr13	92706206	92706706	+	0	NA	intron (NM_172588, intron 11 of 11)	intron (NM_172588, intron 11 of 11)	88362	NM_011582	21828		NM_011582	ENSMUSG00000021702	Thbs4	TSP4	thrombospondin 4	protein-coding
2145	chr17	28800427	28802158	+	0	NA	5' UTR (NM_001081315, exon 1 of 13)	5' UTR (NM_001081315, exon 1 of 13)	166	NM_001081315	268936		NM_199061	ENSMUSG00000063952	Brpf3	mKIAA1286	bromodomain and PHD finger containing, 3	protein-coding
