PeakID (cmd=annotatePeaks.pl beds/community4.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
574	chr16	93365137	93365882	+	0	NA	Intergenic	Intergenic	-4211	NR_030429	791074		NR_030429	ENSMUSG00000076457	Mir802	Mirn802|mir-802|mmu-mir-802	microRNA 802	ncRNA
671	chr2	146498240	146498791	+	0	NA	intron (NM_001033348, intron 1 of 40)	intron (NM_001033348, intron 1 of 40)	13489	NM_001033348	241694		NM_001033348	ENSMUSG00000037110	Ralgapa2	A230067G21Rik|AS250|P220|RGC2|pp250	Ral GTPase activating protein, alpha subunit 2 (catalytic)	protein-coding
1141	chr1	126725642	126725945	+	0	NA	intron (NM_176957, intron 1 of 12)	intron (NM_176957, intron 1 of 12)	104839	NM_001081756	210356		NM_172484	ENSMUSG00000049690	Nckap5	8430408F21|D130011D22Rik|E030049G20Rik|Erih1|Erih2|Gm1548|Nap5	NCK-associated protein 5	protein-coding
1575	chr9	70688343	70688619	+	0	NA	intron (NM_007399, intron 1 of 15)	B1_Mur4|SINE|Alu	9499	NM_007399	11487		NM_007399	ENSMUSG00000054693	Adam10	1700031C13Rik|MADM|kuz|kuzbanian	a disintegrin and metallopeptidase domain 10	protein-coding
218	chr4	8701254	8701524	+	0	NA	intron (NM_001277149, intron 1 of 37)	intron (NM_001277149, intron 1 of 37)	10983	NM_001277149	320790		NM_001033395	ENSMUSG00000041235	Chd7	A730019I05Rik|Cycn|Cyn|Dz|Edy|Flo|GENA 47|GENA 60|Gena 52|Lda|Mt|Obt|Todo|WBE1|Whi|metis	chromodomain helicase DNA binding protein 7	protein-coding
1143	chr4	11899932	11900520	+	0	NA	Intergenic	Intergenic	65487	NM_001098231	381511		NM_001033453	ENSMUSG00000049225	Pdp1	Gm1024|PDPC 1|Ppm2c	pyruvate dehydrogenase phosphatase catalytic subunit 1	protein-coding
624	chr19	18661766	18662101	+	0	NA	Intergenic	Intergenic	-8826	NM_001377054	67383		NM_026120	ENSMUSG00000024726	Carnmt1	2410127L17Rik	carnosine N-methyltransferase 1	protein-coding
1145	chr9	14363385	14363938	+	0	NA	intron (NM_028013, intron 1 of 1)	intron (NM_028013, intron 1 of 1)	17581	NM_028013	71946		NM_028013	ENSMUSG00000037419	Endod1	2210414F18Rik|2310067E08Rik	endonuclease domain containing 1	protein-coding
521	chr14	56702534	56703075	+	0	NA	Intergenic	Intergenic	-1804	NR_046210	100503823		NR_046209		Gm16973	-	predicted gene, 16973	ncRNA
894	chr9	119048234	119049059	+	0	NA	Intergenic	Intergenic	-4132	NM_011700	22351		NM_011700	ENSMUSG00000038775	Vill	Villp	villin-like	protein-coding
1573	chr9	60280878	60281118	+	0	NA	intron (NM_001040426, intron 6 of 17)	B4|SINE|B4	-139778	NM_172444	207596		NM_172444	ENSMUSG00000032289	Thsd4	ADAMTSL-6|ADAMTSL6|Adamtsl4|B230114P05Rik	thrombospondin, type I, domain containing 4	protein-coding
1590	chr12	54937587	54937905	+	0	NA	intron (NM_013815, intron 7 of 26)	ORR1A2|LTR|ERVL-MaLR	48590	NM_013815	217578		NM_013815	ENSMUSG00000035021	Baz1a	Acf1|B930060C03|Gtl5|Wcrf180|cbp146	bromodomain adjacent to zinc finger domain 1A	protein-coding
1018	chr2	77176363	77176861	+	0	NA	Intergenic	Intergenic	-5977	NM_001025576	545428		NM_001025576	ENSMUSG00000044033	Ccdc141	2610301F02Rik|CAMDI	coiled-coil domain containing 141	protein-coding
1587	chr10	82777104	82777493	+	0	NA	Intergenic	Intergenic	-13157	NM_010914	18045		NM_010914	ENSMUSG00000020248	Nfyb	Cbf-A	nuclear transcription factor-Y beta	protein-coding
456	chr12	28804649	28805689	+	0	NA	intron (NM_001379229, intron 4 of 9)	intron (NM_001379229, intron 4 of 9)	-5081	NM_001379230	380752		NM_201357	ENSMUSG00000036613	Eipr1	D12Ertd604e|Tssc1	EARP complex and GARP complex interacting protein 1	protein-coding
101	chr12	30970722	30971103	+	0	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	59243	NR_110343	24057		NM_013709	ENSMUSG00000020669	Sh3yl1	Ray|YSC84	Sh3 domain YSC-like 1	protein-coding
679	chr2	172256986	172257371	+	0	NA	Intergenic	Intergenic	8686	NM_008561	17201		NM_008561	ENSMUSG00000038537	Mc3r	MC3-R	melanocortin 3 receptor	protein-coding
1102	chr6	137558922	137559293	+	0	NA	intron (NM_001271588, intron 1 of 20)	intron (NM_001271588, intron 1 of 20)	11902	NM_001271595	13860		NM_007945	ENSMUSG00000015766	Eps8	-	epidermal growth factor receptor pathway substrate 8	protein-coding
533	chr15	34967272	34967769	+	0	NA	intron (NM_001357821, intron 9 of 11)	ORR1E|LTR|ERVL-MaLR	129471	NM_001271704	16539		NM_008436	ENSMUSG00000050963	Kcns2	E130006J24Rik|Kv9.2	K+ voltage-gated channel, subfamily S, 2	protein-coding
680	chr2	172257519	172257911	+	0	NA	Intergenic	Intergenic	9223	NM_008561	17201		NM_008561	ENSMUSG00000038537	Mc3r	MC3-R	melanocortin 3 receptor	protein-coding
540	chr15	59058880	59059906	+	0	NA	intron (NM_144800, intron 1 of 14)	intron (NM_144800, intron 1 of 14)	22633	NM_144800	211401		NM_144800	ENSMUSG00000022353	Mtss1	2310003N14Rik|D130001D01Rik|Mim|mKIAA0429	MTSS I-BAR domain containing 1	protein-coding
1275	chr7	123352542	123352770	+	0	NA	intron (NM_144529, intron 1 of 19)	MTC|LTR|ERVL-MaLR	17259	NM_001122640	70497		NM_144529	ENSMUSG00000030766	Arhgap17	5730403H17Rik|Nadrin|Nadrin2|Rich1|Wbp15	Rho GTPase activating protein 17	protein-coding
617	chr18	80193822	80194395	+	0	NA	TTS (NR_131039)	TTS (NR_131039)	6511	NM_199197	68731		NM_199197	ENSMUSG00000024570	Rbfa	1110032A13Rik	ribosome binding factor A	protein-coding
201	chr2	130262006	130262231	+	0	NA	intron (NM_138655, intron 19 of 19)	intron (NM_138655, intron 19 of 19)	-12294	NM_024193	67134		NM_024193	ENSMUSG00000027405	Nop56	2310044F10Rik|Nol5a	NOP56 ribonucleoprotein	protein-coding
1079	chr5	121194114	121194532	+	0	NA	Intergenic	B1F2|SINE|Alu	-2926	NM_001109992	19247		NM_011202	ENSMUSG00000043733	Ptpn11	2700084A17Rik|PTP1D|PTP2C|SAP-2|SH-PTP2|SH-PTP3|SHP-2|Shp2|Syp	protein tyrosine phosphatase, non-receptor type 11	protein-coding
386	chr10	61412755	61413942	+	0	NA	Intergenic	(GA)n|Simple_repeat|Simple_repeat	-4624	NM_013611	18119		NM_013611	ENSMUSG00000037171	Nodal	Tg.413d	nodal growth differentiation factor	protein-coding
1290	chr9	107295624	107295812	+	0	NA	promoter-TSS (NM_009895)	promoter-TSS (NM_009895)	-941	NM_009895	12700		NM_009895	ENSMUSG00000032578	Cish	CIS-1|CIS1|Cis|F17|F23|SOCS	cytokine inducible SH2-containing protein	protein-coding
665	chr2	127773746	127774795	+	0	NA	intron (NM_001369236, intron 4 of 19)	intron (NM_001369236, intron 4 of 19)	14621	NM_001355429	53885		NM_016902	ENSMUSG00000027378	Nphp1	-	nephronophthisis 1 (juvenile) homolog (human)	protein-coding
372	chr1	191880247	191880606	+	0	NA	Intergenic	Intergenic	-26355	NM_009579	22782		NM_009579	ENSMUSG00000037434	Slc30a1	C130040I11Rik|Znt1	solute carrier family 30 (zinc transporter), member 1	protein-coding
1188	chr13	45405246	45405775	+	0	NA	intron (NM_153789, intron 3 of 6)	intron (NM_153789, intron 3 of 6)	15768	NM_153789	218203		NM_153789	ENSMUSG00000038175	Mylip	9430057C20Rik|Mir	myosin regulatory light chain interacting protein	protein-coding
654	chr2	65806588	65807071	+	0	NA	Intergenic	RMER19B|LTR|ERVK	-38938	NM_001290666	77771		NM_153409	ENSMUSG00000044647	Csrnp3	A330102K23Rik|CSRNP-3|Csnrp3|Mbu1|taip-2	cysteine-serine-rich nuclear protein 3	protein-coding
551	chr15	83495952	83496537	+	0	NA	intron (NM_001357953, intron 9 of 11)	intron (NM_001357953, intron 9 of 11)	14663	NM_178869	319953		NM_178869	ENSMUSG00000022442	Ttll1	6330444E16Rik	tubulin tyrosine ligase-like 1	protein-coding
1360	chr4	108989669	108990903	+	0	NA	Intergenic	Intergenic	-10369	NM_001347169	230598		NM_146150	ENSMUSG00000053510	Nrdc	2600011I06Rik|NRD-C|Nrd1	nardilysin convertase	protein-coding
1273	chr7	119252770	119253146	+	0	NA	Intergenic	Intergenic	-68420	NM_001024138	209776		NM_001024138	ENSMUSG00000066197	Gpr139	GPRg1|Gm495|PGR3	G protein-coupled receptor 139	protein-coding
426	chr11	64929214	64929464	+	0	NA	Intergenic	MLT1A|LTR|ERVL-MaLR	-49696	NM_001362982	68626		NM_023479	ENSMUSG00000020549	Elac2	1110017O07Rik|D11Wsu80e|Hpc2	elaC ribonuclease Z 2	protein-coding
118	chr13	74735836	74736717	+	0	NA	intron (NM_001301157, intron 12 of 27)	intron (NM_001301157, intron 12 of 27)	-2015	NM_001301181	12380		NM_009817	ENSMUSG00000021585	Cast	-	calpastatin	protein-coding
812	chr6	144863590	144864081	+	0	NA	Intergenic	Intergenic	184977	NM_001024468	12035		NM_007532	ENSMUSG00000030268	Bcat1	BCATc|Eca39	branched chain aminotransferase 1, cytosolic	protein-coding
439	chr11	107985686	107986564	+	0	NA	intron (NM_011101, intron 9 of 16)	intron (NM_011101, intron 9 of 16)	-10723	NR_106082	102465705		NR_106082	ENSMUSG00000098989	Mir7223	Gm28009|mmu-mir-7223	microRNA 7223	ncRNA
900	chr1	33620093	33620453	+	0	NA	intron (NM_008922, intron 7 of 13)	L1M4c|LINE|L1	49521	NM_008922	19076		NM_008922	ENSMUSG00000026134	Prim2	-	DNA primase, p58 subunit	protein-coding
1287	chr9	63741876	63742125	+	0	NA	intron (NM_016769, intron 1 of 8)	intron (NM_016769, intron 1 of 8)	15994	NM_016769	17127		NM_016769	ENSMUSG00000032402	Smad3	Madh3	SMAD family member 3	protein-coding
1740	chr2	30758264	30759224	+	0	NA	Intergenic	Intergenic	37534	NR_037272	100526499		NR_037272	ENSMUSG00000093091	Mir3089	mir-3089|mmu-mir-3089	microRNA 3089	ncRNA
53	chr10	78216286	78216971	+	0	NA	intron (NM_001081055, intron 6 of 22)	(CCCTG)n|Simple_repeat|Simple_repeat	28017	NM_001081055	216131		NM_001081055	ENSMUSG00000000374	Trappc10	B230307C21Rik|Gm870|Tmem1|b2b2416Clo|b2b2613Clo	trafficking protein particle complex 10	protein-coding
209	chr3	51229876	51230801	+	0	NA	intron (NM_009834, intron 1 of 2)	intron (NM_009834, intron 1 of 2)	5891	NM_009834	12457		NM_009834	ENSMUSG00000023087	Noct	Ccr4|Ccrn4l	nocturnin	protein-coding
423	chr11	57952484	57953105	+	0	NA	Intergenic	Intergenic	-56270	NM_028451	73158		NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein 1, translational regulator	protein-coding
45	chr10	4134763	4135550	+	0	NA	intron (NM_172308, intron 26 of 27)	ORR1A1|LTR|ERVL-MaLR	77964	NR_152620	102632515		NR_152620	ENSMUSG00000111266	Gm30570	-	predicted gene, 30570	ncRNA
1576	chr9	110676404	110677026	+	0	NA	intron (NM_028312, intron 1 of 6)	intron (NM_028312, intron 1 of 6)	20212	NM_028312	72654		NM_028312	ENSMUSG00000019659	Ccdc12	2700094L05Rik	coiled-coil domain containing 12	protein-coding
1052	chr3	144506103	144506874	+	0	NA	intron (NM_001355234, intron 1 of 6)	intron (NM_001355234, intron 1 of 6)	63728	NM_001355234	23908		NM_011828	ENSMUSG00000040151	Hs2st1	2OST|Hs2st|mKIAA0448	heparan sulfate 2-O-sulfotransferase 1	protein-coding
1210	chr16	58457126	58457434	+	0	NA	intron (NM_028523, intron 12 of 15)	intron (NM_028523, intron 12 of 15)	48745	NM_001356484	73379		NM_028523	ENSMUSG00000035107	Dcbld2	1700055P21Rik|CLCP1|Esdn	discoidin, CUB and LCCL domain containing 2	protein-coding
559	chr16	8810491	8811798	+	0	NA	Intergenic	B1F|SINE|Alu	-18956	NM_001081400	69053		NM_001081400	ENSMUSG00000022507	Hapstr1	1110017P05Rik|1810013L24Rik|3010002C02Rik|Gm19906|Tapr1	HUWE1 associated protein modifying stress responses	protein-coding
1146	chr1	151192173	151192442	+	0	NA	Intergenic	Intergenic	-11814	NM_001372355	73176		NM_001372355	ENSMUSG00000114582	3110040M04Rik	-	RIKEN cDNA 3110040M04 gene	protein-coding
1271	chr7	75350002	75350623	+	0	NA	Intergenic	Intergenic	-41050	NM_153579	64176		NM_153579	ENSMUSG00000053025	Sv2b	A830038F04Rik|mKIAA0735	synaptic vesicle glycoprotein 2b	protein-coding
383	chr10	24822064	24822646	+	0	NA	intron (NM_134005, intron 4 of 24)	intron (NM_134005, intron 4 of 24)	13840	NM_134005	209558		NM_134005	ENSMUSG00000019989	Enpp3	CD203c	ectonucleotide pyrophosphatase/phosphodiesterase 3	protein-coding
431	chr11	77753464	77753809	+	0	NA	Intergenic	Intergenic	-23599	NM_011586	360013		NM_011586	ENSMUSG00000000631	Myo18a	MAJN|MyoPDZ|MysPDZ|SP-R210	myosin XVIIIA	protein-coding
1330	chr14	118107515	118107805	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	25105	NM_029578	76355		NM_029578	ENSMUSG00000022130	Tgds	2610017J16Rik|2610025M23Rik	TDP-glucose 4,6-dehydratase	protein-coding
1789	chr1	180317466	180317832	+	0	NA	Intergenic	Intergenic	-12827	NM_001081175	320404		NM_001081175	ENSMUSG00000038855	Itpkb	1110033J02Rik|E130307H12Rik	inositol 1,4,5-trisphosphate 3-kinase B	protein-coding
24	chr1	64088715	64089317	+	0	NA	intron (NM_033563, intron 1 of 3)	intron (NM_033563, intron 1 of 3)	32373	NM_033563	93691		NM_033563	ENSMUSG00000025959	Klf7	9830124P08Rik	Kruppel-like transcription factor 7 (ubiquitous)	protein-coding
858	chr8	80554816	80555349	+	0	NA	Intergenic	RMER19B|LTR|ERVK	-55957	NM_001167898	333315		NM_001167898	ENSMUSG00000042353	Frem3	Gm795|NV2	Fras1 related extracellular matrix protein 3	protein-coding
1382	chr7	123324180	123324453	+	0	NA	intron (NM_144529, intron 3 of 19)	RSINE1|SINE|B4	45599	NM_001122640	70497		NM_144529	ENSMUSG00000030766	Arhgap17	5730403H17Rik|Nadrin|Nadrin2|Rich1|Wbp15	Rho GTPase activating protein 17	protein-coding
152	chr16	14166513	14166830	+	0	NA	intron (NM_001114085, intron 1 of 8)	ORR1A3|LTR|ERVL-MaLR	3396	NM_001285504	67203		NM_023317	ENSMUSG00000022678	Nde1	2810027M15Rik|Nude|mNudE	nudE neurodevelopment protein 1	protein-coding
297	chr7	111137660	111138612	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-15461	NR_015573	75479		NR_015573	ENSMUSG00000110424	Zbed5-ps	1700012D14Rik	zinc finger, BED type containing 5, pseudogene	pseudo
734	chr4	115824176	115824518	+	0	NA	Intergenic	Intergenic	-3733	NM_175308	100465		NM_175308	ENSMUSG00000028709	Mob3c	D130076I06Rik|Mobkl2c	MOB kinase activator 3C	protein-coding
1438	chr2	135161700	135162079	+	0	NA	intron (NM_019677, intron 3 of 32)	intron (NM_019677, intron 3 of 32)	53727	NR_040517	78805		NR_040517	ENSMUSG00000085247	4930545L23Rik	-	RIKEN cDNA 4930545L23 gene	ncRNA
931	chr10	127570255	127570912	+	0	NA	intron (NM_008512, intron 34 of 88)	intron (NM_008512, intron 34 of 88)	-36024	NM_183297	104080		NM_183297	ENSMUSG00000040258	Nxph4	1110036M10Rik	neurexophilin 4	protein-coding
143	chr15	80623121	80623906	+	0	NA	promoter-TSS (NM_010815)	promoter-TSS (NM_010815)	30	NM_010815	17444		NM_010815	ENSMUSG00000042351	Grap2	GRAP-2|GRB2L|GRBLG|GRID|Gads|GrbX|Grf40|GrpL|Mona|P38	GRB2-related adaptor protein 2	protein-coding
782	chr5	143924455	143925600	+	0	NA	intron (NM_008886, intron 10 of 14)	intron (NM_008886, intron 10 of 14)	15026	NM_008886	18861		NM_008886	ENSMUSG00000075569	Pms2	Pmsl2	PMS1 homolog2, mismatch repair system component	protein-coding
222	chr4	62485498	62486245	+	0	NA	intron (NM_001368623, intron 2 of 5)	intron (NM_001368623, intron 2 of 5)	5804	NM_138653	192120		NM_138653	ENSMUSG00000028392	Bspry	-	B-box and SPRY domain containing	protein-coding
230	chr4	130213705	130214509	+	0	NA	intron (NM_001034872, intron 7 of 9)	intron (NM_001034872, intron 7 of 9)	8188	NM_001034872	332942		NM_001034872	ENSMUSG00000023120	Ldc1	Gm853	leucine decarboxylase 1	protein-coding
923	chr10	46320697	46321017	+	0	NA	Intergenic	MLTR25A|LTR|ERVK	76109	NR_028274	100302593		NR_028274	ENSMUSG00000118706	Snord14d	Gm23710	small nucleolar RNA, C/D box 14D	snoRNA
95	chr12	12428770	12429315	+	0	NA	Intergenic	Intergenic	-36567	NR_045829	70858		NR_045829	ENSMUSG00000114136	4921511I17Rik	-	RIKEN cDNA 4921511I17 gene	ncRNA
776	chr5	140564660	140565909	+	0	NA	promoter-TSS (NM_030022)	promoter-TSS (NM_030022)	-217	NM_030022	77998		NM_030022	ENSMUSG00000036586	Grifin	E130101O17Rik	galectin-related inter-fiber protein	protein-coding
1528	chr14	47465247	47465396	+	0	NA	Intergenic	Intergenic	-7240	NM_001146086	78938		NM_030236	ENSMUSG00000037536	Fbxo34	2900057B08Rik|5830426G16Rik	F-box protein 34	protein-coding
1614	chr11	58015397	58015684	+	0	NA	intron (NM_028451, intron 1 of 18)	PB1D7|SINE|Alu	6476	NM_028451	73158		NM_028451	ENSMUSG00000037331	Larp1	1810024J12Rik|3110040D16Rik|Larp|mKIAA0731	La ribonucleoprotein 1, translational regulator	protein-coding
1636	chr12	40966461	40967314	+	0	NA	Intergenic	Intergenic	-57203	NM_053122	93757		NM_053122	ENSMUSG00000056899	Immp2l	IMP2|Tg(HLA-A/H2-D)2Enge	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein-coding
146	chr15	82229547	82230549	+	0	NA	Intergenic	Intergenic	-5668	NM_028075	72049		NM_028075	ENSMUSG00000068105	Tnfrsf13c	2010006P15Rik|BAFF-R|Baffr|Bcmd|Bcmd-1|Bcmd1|Lvis22	tumor necrosis factor receptor superfamily, member 13c	protein-coding
926	chr10	102931382	102931884	+	0	NA	Intergenic	MER74C|LTR|ERVL	97144	NM_172553	216285		NM_172553	ENSMUSG00000036602	Alx1	C130005I02|Cart1	ALX homeobox 1	protein-coding
304	chr7	144747709	144748414	+	0	NA	Intergenic	Intergenic	-9488	NM_178642	101772		NM_178642	ENSMUSG00000031075	Ano1	Tmem16a	anoctamin 1, calcium activated chloride channel	protein-coding
400	chr11	4661306	4661904	+	0	NA	intron (NM_001376980, intron 7 of 18)	intron (NM_001376980, intron 7 of 18)	23855	NM_001376980	75452		NM_029291	ENSMUSG00000020412	Ascc2	1700011I11Rik|2610034L15Rik|ASC1p100	activating signal cointegrator 1 complex subunit 2	protein-coding
939	chr11	68681222	68681595	+	0	NA	Intergenic	RMER1A|Other|Other	-10507	NM_175260	77579		NM_175260	ENSMUSG00000020900	Myh10	5730504C04Rik|9330167F11Rik|Fltn|Myhn-2|Myhn2|NM2B|NMHC II-B|NMHC-B|NMHCII-B|NMMHC II-b|NMMHC-B|NMMHC-IIB|SMemb|mKIAA3005	myosin, heavy polypeptide 10, non-muscle	protein-coding
773	chr5	120524755	120525099	+	0	NA	intron (NM_001177595, intron 10 of 13)	ORR1A2|LTR|ERVL-MaLR	13735	NM_001177594	170756		NM_133221	ENSMUSG00000032754	Slc8b1	NCKX6|NCLX|Slc24a6	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	protein-coding
1666	chr9	64845228	64845953	+	0	NA	intron (NM_001162917, intron 6 of 34)	MER44B|DNA|TcMar-Tigger	34579	NM_001162917	102442		NM_176935	ENSMUSG00000053641	Dennd4a	F730015K02Rik	DENN domain containing 4A	protein-coding
845	chr7	131424900	131425413	+	0	NA	intron (NM_025826, intron 2 of 10)	intron (NM_025826, intron 2 of 10)	14555	NM_025826	66885		NM_025826	ENSMUSG00000030861	Acadsb	1300003O09Rik|2-MEBCAD|SBCAD	acyl-Coenzyme A dehydrogenase, short/branched chain	protein-coding
1468	chr9	64051315	64051566	+	0	NA	intron (NR_040713, intron 1 of 2)	MLT1B|LTR|ERVL-MaLR	1611	NR_040713	68697		NR_040713		1110036E04Rik	-	RIKEN cDNA 1110036E04 gene	ncRNA
1020	chr2	125866049	125866681	+	0	NA	exon (NM_001291002, exon 1 of 10)	exon (NM_001291002, exon 1 of 10)	142	NM_001291002	69976		NM_175154	ENSMUSG00000027207	Galk2	2810017M24Rik|Gk2	galactokinase 2	protein-coding
1694	chr15	6060375	6060987	+	0	NA	Intergenic	Intergenic	-15977	NR_155428	105245876		NR_155428		Gm41259	-	predicted gene, 41259	ncRNA
77	chr11	94455877	94456988	+	0	NA	intron (NM_001177888, intron 9 of 34)	Plat_L3|LINE|CR1	17766	NM_001177890	12291		NM_009783	ENSMUSG00000020866	Cacna1g	Cav3.1d|[a]1G|a1G|alpha-1G|mKIAA1123	calcium channel, voltage-dependent, T type, alpha 1G subunit	protein-coding
956	chr12	106025544	106026142	+	0	NA	promoter-TSS (NM_001364365)	promoter-TSS (NM_001364365)	36	NM_001364365	22367		NM_011705	ENSMUSG00000021115	Vrk1	51PK|Gm40568|Gm46378	vaccinia related kinase 1	protein-coding
1754	chr16	90963930	90964187	+	0	NA	intron (NM_001045515, intron 17 of 32)	intron (NM_001045515, intron 17 of 32)	-29209	NM_026502	68001		NM_026502	ENSMUSG00000022972	Cfap298	1110004E09Rik	cilia and flagella associate protien 298	protein-coding
246	chr5	67279433	67280206	+	0	NA	intron (NM_030108, intron 6 of 8)	B3|SINE|B2	19254	NM_030108	67878		NM_028975	ENSMUSG00000037720	Tmem33	1110006G02Rik|1600019D15Rik|2410089A21Rik|2700052H22Rik|5430406L04Rik|db83	transmembrane protein 33	protein-coding
1633	chr1	161792960	161793269	+	0	NA	Intergenic	Intergenic	-4619	NM_010177	14103		NM_010177	ENSMUSG00000000817	Fasl	APT1LG1|CD178|CD95-L|CD95L|Fas-L|Faslg|Tnfsf6|Tnlg1a|gld	Fas ligand	protein-coding
1635	chr11	30928074	30928521	+	0	NA	Intergenic	Intergenic	25834	NM_025745	66753		NM_025745	ENSMUSG00000020311	Erlec1	4933407N01Rik	endoplasmic reticulum lectin 1	protein-coding
1661	chr5	34968325	34968812	+	0	NA	intron (NM_173402, intron 2 of 16)	intron (NM_173402, intron 2 of 16)	19120	NM_173402	71729		NM_173402	ENSMUSG00000029101	Rgs12	1200016K18Rik|4632412M04Rik|E130309H11	regulator of G-protein signaling 12	protein-coding
828	chr7	66266982	66267756	+	0	NA	intron (NM_146191, intron 29 of 33)	intron (NM_146191, intron 29 of 33)	114355	NR_106024	102465640		NR_106024	ENSMUSG00000098353	Mir7057	Gm27550|mmu-mir-7057	microRNA 7057	ncRNA
