PeakID (cmd=annotatePeaks.pl beds/community0.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5679	chr14	24148657	24149443	+	0	NA	intron (NM_027726, intron 22 of 30)	intron (NM_027726, intron 22 of 30)	60173	NR_106069	102465697		NR_106069	ENSMUSG00000105723	Mir7210	mir-7210|mmu-mir-7210	microRNA 7210	ncRNA
627	chr2	132512119	132513021	+	0	NA	intron (NR_028286, intron 2 of 3)	L1M3|LINE|L1	21842	NR_028286	70371		NR_028286	ENSMUSG00000086379	1700026D11Rik	-	RIKEN cDNA 1700026D11 gene	ncRNA
6661	chr4	133079301	133080068	+	0	NA	Intergenic	Intergenic	-50949	NM_153423	242687		NM_153423	ENSMUSG00000028868	Wasf2	D4Ertd13e|WAVE2	WASP family, member 2	protein-coding
2389	chr8	13120705	13121329	+	0	NA	intron (NM_001363450, intron 2 of 18)	intron (NM_001363450, intron 2 of 18)	-15055	NR_106032	102465645		NR_106032	ENSMUSG00000098532	Mir7065	Gm27871|mmu-mir-7065	microRNA 7065	ncRNA
291	chr19	55332669	55333259	+	0	NA	intron (NM_001293685, intron 3 of 8)	intron (NM_001293685, intron 3 of 8)	16907	NM_001360431	53611		NM_016862	ENSMUSG00000024983	Vti1a	1110014F16Rik|1110018K19Rik|4921537J05Rik|MVti1|MVti1a|Vti1|Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A	protein-coding
5358	chr12	69907875	69908781	+	0	NA	intron (NM_178628, intron 2 of 14)	intron (NM_178628, intron 2 of 14)	-15165	NM_201519	399510		NM_201519	ENSMUSG00000034761	Map4k5	4432415E19Rik|GCKR|KHS|MAPKKKK5	mitogen-activated protein kinase kinase kinase kinase 5	protein-coding
4434	chr19	56319652	56320067	+	0	NA	TTS (NM_198059)	TTS (NM_198059)	31947	NM_001329936	226243		NM_146101	ENSMUSG00000025075	Habp2	FSAP|HABP|HGFAL|PHBP	hyaluronic acid binding protein 2	protein-coding
6500	chr3	55828618	55829353	+	0	NA	intron (NM_030595, intron 38 of 57)	intron (NM_030595, intron 38 of 57)	-18120	NR_033592	71182		NR_033592	ENSMUSG00000106572	4933417G07Rik	-	SEC13 homolog pseudogene	pseudo
4327	chr17	33523990	33524499	+	0	NA	non-coding (NR_137626, exon 1 of 23)	non-coding (NR_137626, exon 1 of 23)	159	NM_001329203	224697		NM_172619	ENSMUSG00000024299	Adamts10	9430006O18|Adam-ts10|Adamts-10|Znmp	ADAM metallopeptidase with thrombospondin type 1 motif 10	protein-coding
3506	chr11	81535275	81535725	+	0	NA	intron (NM_001034013, intron 1 of 9)	intron (NM_001034013, intron 1 of 9)	38039	NM_001033765	237880		NM_001033765		1700071K01Rik	-	RIKEN cDNA 1700071K01 gene	protein-coding
2452	chr8	48109473	48110811	+	0	NA	non-coding (NR_027759, exon 1 of 6)	non-coding (NR_027759, exon 1 of 6)	129	NM_001161515	320685		NM_178788	ENSMUSG00000031562	Dctd	6030466N05Rik	dCMP deaminase	protein-coding
21	chr18	34854516	34854906	+	0	NA	Intergenic	Intergenic	-6496	NM_007913	13653		NM_007913	ENSMUSG00000038418	Egr1	A530045N19Rik|ETR103|Egr-1|Krox-1|Krox-24|Krox24|NGF1-A|NGFI-A|NGFIA|TIS8|Zenk|Zfp-6|Zif268|egr	early growth response 1	protein-coding
5596	chr13	91185297	91185838	+	0	NA	intron (NM_025770, intron 2 of 7)	RMER19B|LTR|ERVK	38420	NM_025770	66795		NM_025770	ENSMUSG00000021619	Atg10	5330424L23Rik|5430428K15Rik|APG10|Agp10|Apg10l|Apg10p|Atg10l|mAPG10	autophagy related 10	protein-coding
4703	chr1	93668686	93669460	+	0	NA	Intergenic	Intergenic	-16502	NM_016778	51800		NM_016778	ENSMUSG00000026278	Bok	matador|mtd	BCL2-related ovarian killer	protein-coding
4771	chr1	157411685	157413162	+	0	NA	promoter-TSS (NR_027984)	promoter-TSS (NR_027984)	71	NR_027984	69953		NM_027274	ENSMUSG00000121798	2810025M15Rik	-	RIKEN cDNA 2810025M15 gene	ncRNA
5357	chr12	69654010	69654291	+	0	NA	intron (NM_001135559, intron 2 of 22)	intron (NM_001135559, intron 2 of 22)	27702	NM_001135559	20663		NM_001135559	ENSMUSG00000034801	Sos2	SOS-2|mSOS-2	SOS Ras/Rho guanine nucleotide exchange factor 2	protein-coding
4328	chr17	33950965	33952031	+	0	NA	promoter-TSS (NM_019420)	promoter-TSS (NM_019420)	-10	NM_019420	54218		NM_019420	ENSMUSG00000067370	B3galt4	Gal-T2|Galt2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	protein-coding
5013	chr10	98651638	98651958	+	0	NA	Intergenic	Intergenic	-262844	NM_001359508	67972		NM_026482	ENSMUSG00000019943	Atp2b1	2810442I22Rik|E130111D10Rik|Pmca1	ATPase, Ca++ transporting, plasma membrane 1	protein-coding
8076	chr11	53561935	53562331	+	0	NA	Intergenic	Intergenic	5180	NR_168001	319650		NR_168001	ENSMUSG00000086851	A430108G06Rik	-	RIKEN cDNA A430108G06 gene	ncRNA
4342	chr17	48360201	48361137	+	0	NA	intron (NM_027763, intron 2 of 5)	(TC)n|Simple_repeat|Simple_repeat	753	NR_110338	71326		NM_027763	ENSMUSG00000023993	Treml1	5430401J17Rik|TLT-1	triggering receptor expressed on myeloid cells-like 1	protein-coding
737	chr2	170174259	170174968	+	0	NA	Intergenic	Intergenic	10154	NR_166137	102637643		NR_166137		Gm34403	-	predicted gene, 34403	ncRNA
5536	chr13	49616659	49617592	+	0	NA	intron (NM_008760, intron 4 of 6)	Tigger17a|DNA|TcMar-Tigger	9110	NM_008760	18295		NM_008760	ENSMUSG00000021390	Ogn	3110079A16Rik|OG|OIF|SLRR3A|mimecan|mimican	osteoglycin	protein-coding
2550	chr8	94922477	94923257	+	0	NA	promoter-TSS (NM_001145972)	promoter-TSS (NM_001145972)	-827	NM_001033468	382045		NM_001033468	ENSMUSG00000061577	Adgrg5	Gm1109|Gpr114|PGR27	adhesion G protein-coupled receptor G5	protein-coding
1746	chr5	149332759	149333179	+	0	NA	Intergenic	Intergenic	67965	NM_009663	11690		NM_009663	ENSMUSG00000060063	Alox5ap	Flap	arachidonate 5-lipoxygenase activating protein	protein-coding
4644	chr1	51300193	51300779	+	0	NA	intron (NM_138741, intron 1 of 1)	intron (NM_138741, intron 1 of 1)	11360	NM_138741	20324		NM_138741	ENSMUSG00000045954	Cavin2	Sdpr	caveolae associated 2	protein-coding
4740	chr1	136134657	136135456	+	0	NA	intron (NM_001039472, intron 1 of 34)	intron (NM_001039472, intron 1 of 34)	3666	NR_153829	16565		NM_019962	ENSMUSG00000041642	Kif21b	2610511N21Rik|mKIAA0449	kinesin family member 21B	protein-coding
5086	chr11	12081529	12082137	+	0	NA	Intergenic	Intergenic	-44413	NM_010345	14783		NM_010345	ENSMUSG00000020176	Grb10	5730571D09Rik|Meg1|mKIAA0207	growth factor receptor bound protein 10	protein-coding
6402	chr2	71162935	71163908	+	0	NA	Intergenic	Intergenic	45367	NM_028593	73649		NM_028593	ENSMUSG00000027015	Cybrd1	2210407P13Rik|Dcytb	cytochrome b reductase 1	protein-coding
7009	chr8	54600551	54601245	+	0	NA	exon (NM_133711, exon 1 of 6)	exon (NM_133711, exon 1 of 6)	117	NM_133711	69281		NM_133711	ENSMUSG00000031518	Spata4	1700001N01Rik|Srg2|TSARG2	spermatogenesis associated 4	protein-coding
4108	chr15	60840151	60840903	+	0	NA	Intergenic	Intergenic	-15447	NM_001162926	399603		NM_207269	ENSMUSG00000072568	Lratd2	D330050I23Rik|Fam84b	LRAT domain containing 1	protein-coding
5981	chr16	21418068	21418321	+	0	NA	Intergenic	Intergenic	-4924	NM_001081366	209018		NM_145948	ENSMUSG00000033653	Vps8	mKIAA0804	VPS8 CORVET complex subunit	protein-coding
1657	chr5	124209684	124210488	+	0	NA	intron (NM_011256, intron 2 of 24)	intron (NM_011256, intron 2 of 24)	15186	NR_165287	100047482		NR_165287	ENSMUSG00000089842	Pitpnm2os2	Gm16338|Gm34166	phosphatidylinositol transfer protein, membrane-associated 2, opposite strand 2	ncRNA
4226	chr16	41481803	41482225	+	0	NA	intron (NM_001361281, intron 2 of 8)	intron (NM_001361281, intron 2 of 8)	-50812	NM_001347236	268890		NM_175548	ENSMUSG00000061080	Lsamp	5430428I19|B130007O04Rik|D930023J12Rik|Gm29907|Lam|Lamp	limbic system-associated membrane protein	protein-coding
3425	chr11	21343479	21344127	+	0	NA	TTS (NR_035454)	TTS (NR_035454)	872	NR_035454	100316753		NR_035454	ENSMUSG00000089555	Mir1933	mir-1933|mmu-mir-1933	microRNA 1933	ncRNA
3923	chr13	107073063	107073645	+	0	NA	Intergenic	Intergenic	50784	NR_015471	100040322		NR_015471	ENSMUSG00000071181	3830408C21Rik	-	RIKEN cDNA 3830408C21 gene	ncRNA
1220	chr4	98098501	98099158	+	0	NA	intron (NM_001122953, intron 9 of 9)	intron (NM_001122953, intron 9 of 9)	284436	NM_053157	94043		NM_053157	ENSMUSG00000028563	Tm2d1	2310026L18Rik|Bbp	TM2 domain containing 1	protein-coding
7545	chr11	6489936	6490552	+	0	NA	Intergenic	Intergenic	-14168	NM_011221	19291		NM_011221	ENSMUSG00000094483	Purb	2310015K15Rik|Cager-2|D11Bwg0414e	purine rich element binding protein B	protein-coding
1145	chr4	48396754	48397307	+	0	NA	intron (NM_001281978, intron 10 of 18)	intron (NM_001281978, intron 10 of 18)	76433	NM_001355741	269536		NM_172304	ENSMUSG00000028345	Tex10	2610206N19Rik|2810462N03Rik	testis expressed gene 10	protein-coding
246	chr19	40637083	40637371	+	0	NA	intron (NM_001304721, intron 1 of 9)	intron (NM_001304721, intron 1 of 9)	-22543	NM_009848	12495		NM_009848	ENSMUSG00000048120	Entpd1	2610206B08Rik|ATP-DPH|Cd39|E130009M23Rik|NTPDase-1	ectonucleoside triphosphate diphosphohydrolase 1	protein-coding
6363	chr2	12412423	12412682	+	0	NA	intron (NM_024185, intron 1 of 14)	intron (NM_024185, intron 1 of 14)	6908	NR_149732	66960		NM_024185	ENSMUSG00000026767	Mindy3	1810041E18Rik|2310047O13Rik|5830410F13Rik|Fam188a	MINDY lysine 48 deubiquitinase 3	protein-coding
6805	chr6	29858413	29859169	+	0	NA	promoter-TSS (NM_001171001)	promoter-TSS (NM_001171001)	-805	NM_001171001	74340		NM_021414	ENSMUSG00000029772	Ahcyl2	4631427C17Rik|Adohcyase3|mKIAA0828	S-adenosylhomocysteine hydrolase-like 2	protein-coding
808	chr3	51611958	51612483	+	0	NA	Intergenic	Intergenic	-48959	NM_174995	211666		NM_174995	ENSMUSG00000074604	Mgst2	GST2|MGST-II	microsomal glutathione S-transferase 2	protein-coding
455	chr2	62319162	62319831	+	0	NA	intron (NM_001362673, intron 25 of 25)	intron (NM_001362673, intron 25 of 25)	92735	NM_010074	13482		NM_010074	ENSMUSG00000035000	Dpp4	Cd26|Dpp-4|THAM	dipeptidylpeptidase 4	protein-coding
7386	chr3	14869737	14870363	+	0	NA	exon (NM_007606, exon 6 of 7)	exon (NM_007606, exon 6 of 7)	-5985	NR_168331	105246757		NR_168331		Gm41999	-	predicted gene, 41999	ncRNA
6731	chr5	96200330	96200553	+	0	NA	Intergenic	Intergenic	-9674	NM_053158	94061		NM_053158	ENSMUSG00000029486	Mrpl1	2410002L03Rik|5830418D04Rik|L1mt	mitochondrial ribosomal protein L1	protein-coding
5309	chr12	8973579	8974369	+	0	NA	promoter-TSS (NM_001159527)	promoter-TSS (NM_001159527)	-27	NM_001159527	74682		NM_172470	ENSMUSG00000066643	Wdr35	4930459M12Rik|4931430C06|mKIAA1336	WD repeat domain 35	protein-coding
274	chr19	46888189	46888661	+	0	NA	non-coding (NR_165061, exon 19 of 19)	non-coding (NR_165061, exon 19 of 19)	48943	NR_165061	76952		NM_029810	ENSMUSG00000025041	Nt5c2	2010002I23Rik|CnII|Gm9751|Gmp|Nt5b|Pnt5|cN-II	5'-nucleotidase, cytosolic II	protein-coding
853	chr3	79027874	79028733	+	0	NA	Intergenic	Intergenic	117443	NM_001310536	76089		NM_001099624	ENSMUSG00000062232	Rapgef2	5830453M24Rik|CNRasGEF|Pdzgef1|RA-GEF-1|mKIAA0313|nRapGEP	Rap guanine nucleotide exchange factor (GEF) 2	protein-coding
1417	chr5	6716194	6716581	+	0	NA	Intergenic	ORR1A2|LTR|ERVL-MaLR	-587777	NM_027603	70920		NM_027603	ENSMUSG00000040514	Tex47	4921511H03Rik	testis expressed 47	protein-coding
3848	chr13	55544619	55545373	+	0	NA	intron (NM_145382, intron 7 of 10)	intron (NM_145382, intron 7 of 10)	-8338	NM_134059	72935		NM_134059	ENSMUSG00000021494	Ddx41	2900024F02Rik|ABS	DEAD box helicase 41	protein-coding
3050	chr1	92129603	92130375	+	0	NA	intron (NM_207225, intron 2 of 26)	intron (NM_207225, intron 2 of 26)	50352	NM_207225	208727		NM_207225	ENSMUSG00000026313	Hdac4	4932408F19Rik|HD4	histone deacetylase 4	protein-coding
1466	chr5	38684028	38685262	+	0	NA	intron (NM_001081144, intron 1 of 3)	CpG	181	NM_001081144	100515		NM_001081144	ENSMUSG00000046572	Zfp518b	6820424L24Rik|Znf518b	zinc finger protein 518B	protein-coding
6265	chr18	14914445	14914906	+	0	NA	Intergenic	Intergenic	-74320	NR_045372	74456		NR_045372	ENSMUSG00000117450	4933424G05Rik	-	RIKEN cDNA 4933424G05 gene	ncRNA
7974	chr11	107531462	107531756	+	0	NA	Intergenic	Intergenic	-16324	NM_001368755	78455		NM_198298	ENSMUSG00000020721	Helz	3110078M01Rik|9430093I07Rik|9630002H22Rik|DRHC	helicase with zinc finger domain	protein-coding
3822	chr13	41020601	41020834	+	0	NA	intron (NM_025387, intron 4 of 5)	intron (NM_025387, intron 4 of 5)	4467	NM_025387	66154		NM_025387	ENSMUSG00000021361	Tmem14c	1110021D01Rik|HSPC194	transmembrane protein 14C	protein-coding
4460	chr3	9403002	9403929	+	0	NA	intron (NR_015499, intron 1 of 1)	intron (NR_015499, intron 1 of 1)	445	NR_015499	320088		NR_015499	ENSMUSG00000097365	C030034L19Rik	A130044O20Rik	RIKEN cDNA C030034L19 gene	ncRNA
6951	chr7	107370381	107371456	+	0	NA	5' UTR (NM_021889, exon 1 of 7)	5' UTR (NM_021889, exon 1 of 7)	128	NM_021889	60510		NM_021889	ENSMUSG00000062542	Syt9	-	synaptotagmin IX	protein-coding
6056	chr16	91917308	91918388	+	0	NA	3' UTR (NM_010587, exon 39 of 39)	3' UTR (NM_010587, exon 39 of 39)	13782	NM_138597	28080		NM_138597	ENSMUSG00000022956	Atp5po	ATPO|Atp5o|D12Wsu28e|OSCP	ATP synthase peripheral stalk subunit OSCP	protein-coding
7215	chr11	83975544	83975851	+	0	NA	intron (NM_194341, intron 2 of 19)	RMER30|DNA|hAT-Charlie	11266	NM_194341	217030		NM_194341	ENSMUSG00000034940	Synrg	Ap1gbp1|SYNG	synergin, gamma	protein-coding
2264	chr7	104314907	104316142	+	0	NA	promoter-TSS (NM_001368754)	promoter-TSS (NM_001368754)	-29	NM_001368753	76681		NM_023835	ENSMUSG00000066258	Trim12a	2310043C01Rik|Trim12	tripartite motif-containing 12A	protein-coding
1968	chr6	115768250	115768761	+	0	NA	Intergenic	Intergenic	-6039	NM_001168256	94346		NM_144805	ENSMUSG00000059900	Tmem40	9030407H20Rik	transmembrane protein 40	protein-coding
6791	chr5	151189608	151190502	+	0	NA	exon (NM_146258, exon 1 of 14)	exon (NM_146258, exon 1 of 14)	138	NM_001163493	243362		NM_146258	ENSMUSG00000016128	Stard13	DLC2|GT650	StAR related lipid transfer domain containing 13	protein-coding
7057	chr8	126815831	126816514	+	0	NA	Intergenic	Intergenic	-32848	NR_151740	414091		NM_001033546		A630001O12Rik	Gm45803	RIKEN cDNA A630001O12 gene	ncRNA
7288	chr15	89497730	89498247	+	0	NA	Intergenic	Intergenic	-1620	NM_021423	58234		NM_021423	ENSMUSG00000022623	Shank3	Spank-2|proSAP2	SH3 and multiple ankyrin repeat domains 3	protein-coding
859	chr3	79537794	79538784	+	0	NA	intron (NM_001162999, intron 1 of 16)	RSINE1|SINE|B4	29390	NM_001162999	329679		NM_001162999	ENSMUSG00000061175	Fnip2	D630023B12Rik|mKIAA1450	folliculin interacting protein 2	protein-coding
1609	chr5	110291650	110291985	+	0	NA	intron (NM_011132, intron 6 of 48)	B4|SINE|B4	5498	NM_011132	18973		NM_011132	ENSMUSG00000007080	Pole	-	polymerase (DNA directed), epsilon	protein-coding
5129	chr11	32162056	32162480	+	0	NA	Intergenic	Intergenic	38011	NM_008374	16199		NM_008374	ENSMUSG00000020279	Il9r	-	interleukin 9 receptor	protein-coding
7313	chr16	93785850	93786186	+	0	NA	intron (NM_027293, intron 26 of 36)	intron (NM_027293, intron 26 of 36)	8883	NR_151466	102633000		NR_151466	ENSMUSG00000097768	2310043M15Rik	-	RIKEN cDNA 2310043M15 gene	ncRNA
2804	chr9	66168272	66168846	+	0	NA	intron (NM_010019, intron 2 of 11)	intron (NM_010019, intron 2 of 11)	10333	NM_010019	13143		NM_010019	ENSMUSG00000032380	Dapk2	-	death-associated protein kinase 2	protein-coding
507	chr2	84476239	84477011	+	0	NA	intron (NM_001355271, intron 1 of 8)	intron (NM_001355271, intron 1 of 8)	134	NM_001177319	21788		NM_011576	ENSMUSG00000027082	Tfpi	A630013F22Rik|EPI|LACI	tissue factor pathway inhibitor	protein-coding
6387	chr2	38235483	38236024	+	0	NA	intron (NM_146122, intron 2 of 21)	B4A|SINE|B4	51631	NM_001362977	227801		NM_146122	ENSMUSG00000035392	Dennd1a	6030446I19Rik|connecdenn	DENN domain containing 1A	protein-coding
8139	chr19	55206839	55208133	+	0	NA	intron (NM_001371012, intron 4 of 8)	RLTR31_Mur|LTR|ERVK	10086	NM_001371012	73707		NM_001081076	ENSMUSG00000055523	Gucy2g	2410077I05Rik|GC-G	guanylate cyclase 2g	protein-coding
1967	chr6	115761979	115762658	+	0	NA	5' UTR (NM_001168257, exon 1 of 11)	5' UTR (NM_001168257, exon 1 of 11)	148	NM_001168257	94346		NM_144805	ENSMUSG00000059900	Tmem40	9030407H20Rik	transmembrane protein 40	protein-coding
4562	chr7	132262491	132263104	+	0	NA	exon (NM_001360768, exon 5 of 8)	exon (NM_001360768, exon 5 of 8)	-52867	NR_028578	100043682		NR_028578	ENSMUSG00000109270	Gm10584	-	predicted gene 10584	ncRNA
2973	chr1	21048418	21048777	+	0	NA	intron (NM_177409, intron 1 of 10)	intron (NM_177409, intron 1 of 10)	30628	NM_177409	170829		NM_177409	ENSMUSG00000041779	Tram2	C330003D03Rik	translocating chain-associating membrane protein 2	protein-coding
1916	chr6	88189497	88190285	+	0	NA	Intergenic	CpG	-4000	NM_001355253	14461		NM_008090	ENSMUSG00000015053	Gata2	Gata-2	GATA binding protein 2	protein-coding
2475	chr8	68279428	68279728	+	0	NA	intron (NM_028182, intron 1 of 8)	intron (NM_028182, intron 1 of 8)	3050	NM_028182	72281		NM_028182	ENSMUSG00000053886	Sh2d4a	2210402M20Rik|SH2A	SH2 domain containing 4A	protein-coding
6213	chr17	73804506	73805281	+	0	NA	promoter-TSS (NM_020578)	promoter-TSS (NM_020578)	52	NM_020578	57440		NM_020578	ENSMUSG00000024065	Ehd3	Ehd2	EH-domain containing 3	protein-coding
1011	chr3	136658591	136659094	+	0	NA	Intergenic	Lx8|LINE|L1	-11224	NM_008913	19055		NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding
2006	chr6	127560850	127562128	+	0	NA	intron (NM_001033464, intron 1 of 7)	intron (NM_001033464, intron 1 of 7)	153	NM_001368877	381812		NM_001033464	ENSMUSG00000061414	Cracr2a	Efcab4b|Gm1073|Gm462	calcium release activated channel regulator 2A	protein-coding
4910	chr10	41476090	41476803	+	0	NA	5' UTR (NM_001164433, exon 1 of 23)	5' UTR (NM_001164433, exon 1 of 23)	132	NM_001164433	171580		NM_138315	ENSMUSG00000019823	Mical1	MICAL|MICAL-1|Nical	microtubule associated monooxygenase, calponin and LIM domain containing 1	protein-coding
7287	chr15	85342304	85342620	+	0	NA	intron (NM_016843, intron 1 of 11)	MTD|LTR|ERVL-MaLR	6207	NM_016843	54138		NM_016843	ENSMUSG00000016541	Atxn10	E46|Sca10|TEG-169|Tex169	ataxin 10	protein-coding
7058	chr8	127145889	127146606	+	0	NA	intron (NM_001363431, intron 1 of 24)	Lx8|LINE|L1	82191	NM_001122850	93742		NM_033620	ENSMUSG00000025812	Pard3	Asip|D8Ertd580e|Par-3|Par3|Pard-3|Pard3a|Phip	par-3 family cell polarity regulator	protein-coding
4159	chr15	96744079	96744597	+	0	NA	Intergenic	Intergenic	-44610	NM_001355633	67760		NM_175121	ENSMUSG00000022462	Slc38a2	5033402L14Rik|ATA2|SAT2|SNAT2|mKIAA1382	solute carrier family 38, member 2	protein-coding
7840	chr12	111668226	111669393	+	0	NA	TTS (NM_021273)	TTS (NM_021273)	3529	NM_021273	12709		NM_021273	ENSMUSG00000001270	Ckb	B-CK|Bck|CPK-B|Ck-3|Ck3|Ckbb	creatine kinase, brain	protein-coding
2901	chr9	106227857	106228152	+	0	NA	Intergenic	Intergenic	5406	NM_031178	81897		NM_031178	ENSMUSG00000045322	Tlr9	-	toll-like receptor 9	protein-coding
429	chr2	52571502	52572064	+	0	NA	intron (NM_001285428, intron 1 of 12)	intron (NM_001285428, intron 1 of 12)	-13172	NM_001285427	12298		NM_146123	ENSMUSG00000017412	Cacnb4	3110038O15Rik|Cchb4|lh	calcium channel, voltage-dependent, beta 4 subunit	protein-coding
6315	chr19	9110236	9110491	+	0	NA	Intergenic	Intergenic	-22407	NM_011681	22287		NM_011681	ENSMUSG00000024653	Scgb1a1	CC10|CC16|CCSP|PCB-BP|UG|UGB|Utg	secretoglobin, family 1A, member 1	protein-coding
3339	chr10	89383521	89383845	+	0	NA	Intergenic	Intergenic	60284	NM_001284344	237436		NM_001033331	ENSMUSG00000074802	Gas2l3	8430435B07Rik|Gm240	growth arrest-specific 2 like 3	protein-coding
2855	chr9	83973480	83973878	+	0	NA	intron (NM_001305935, intron 3 of 10)	intron (NM_001305935, intron 3 of 10)	24898	NM_199195	12040		NM_199195	ENSMUSG00000032263	Bckdhb	BCKDE1B|BCKDH E1-beta	branched chain ketoacid dehydrogenase E1, beta polypeptide	protein-coding
5819	chr15	42674800	42675283	+	0	NA	intron (NM_009640, intron 1 of 8)	intron (NM_009640, intron 1 of 8)	1936	NM_009640	11600		NM_009640	ENSMUSG00000022309	Angpt1	1110046O21Rik|Ang-1|Ang1	angiopoietin 1	protein-coding
2612	chr8	119352952	119354100	+	0	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	8988	NM_024219	68196		NM_024219	ENSMUSG00000031839	Hsbp1	0610007A03Rik|Hsp25	heat shock factor binding protein 1	protein-coding
