PeakID (cmd=annotatePeaks.pl ../beds/community0.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4391	chr6	28615840	28617019	+	0	NA	intron (NR_135285, intron 2 of 2)	intron (NR_135285, intron 2 of 2)	5823	NR_135285	387055		NR_135285	ENSG00000235570	LINC00533	C6orf38|C6orf39	long intergenic non-protein coding RNA 533	ncRNA
4827	chr14	39185600	39186651	+	0	NA	Intergenic	L1ME4a|LINE|L1	-165674	NR_135256	105370457		NR_135256		LOC105370457	-	uncharacterized LOC105370457	ncRNA
8545	chr16	70838357	70838694	+	0	NA	3' UTR (NM_001270974, exon 86 of 86)	3' UTR (NM_001270974, exon 86 of 86)	-3464	NM_001351157	55697		NM_018052	ENSG00000103043	VAC14	ArPIKfyve|TAX1BP2|TRX	VAC14 component of PIKFYVE complex	protein-coding
7799	chr4	54101663	54102190	+	0	NA	intron (NM_152540, intron 4 of 8)	(TATG)n|Simple_repeat|Simple_repeat	130302	NM_152540	152579		NM_152540	ENSG00000184178	SCFD2	STXBP1L1	sec1 family domain containing 2	protein-coding
834	chr18	77181512	77182664	+	0	NA	intron (NM_001278675, intron 2 of 7)	intron (NM_001278675, intron 2 of 7)	21789	NM_001278672	4772		NM_006162	ENSG00000131196	NFATC1	NF-ATC|NF-ATc1.2|NFAT2|NFATc	nuclear factor of activated T cells 1	protein-coding
9300	chr21	42213550	42214516	+	0	NA	intron (NM_001271534, intron 1 of 32)	intron (NM_001271534, intron 1 of 32)	5051	NM_001271534	1826		NM_001389	ENSG00000171587	DSCAM	CHD2|CHD2-42|CHD2-52	DS cell adhesion molecule	protein-coding
3266	chr11	119442122	119442387	+	0	NA	Intergenic	MLT1I|LTR|ERVL-MaLR	-146559	NM_001311162	7070		NM_006288	ENSG00000154096	THY1	CD90|CDw90	Thy-1 cell surface antigen	protein-coding
7844	chr5	43161006	43161681	+	0	NA	intron (NM_001297548, intron 4 of 6)	intron (NM_001297548, intron 4 of 6)	-30984	NM_153361	167359		NM_153361	ENSG00000177453	NIM1K	NIM1	NIM1 serine/threonine protein kinase	protein-coding
1471	chr6	91202805	91203939	+	0	NA	Intergenic	L1MB5|LINE|L1	93419	NM_145333	6885		NM_003188	ENSG00000135341	MAP3K7	CSCF|FMD2|MEKK7|TAK1|TGF1a	mitogen-activated protein kinase kinase kinase 7	protein-coding
8958	chr16	70457398	70457944	+	0	NA	intron (NM_006927, intron 1 of 6)	AluSp|SINE|Alu	15332	NM_006927	6483		NM_006927	ENSG00000157350	ST3GAL2	Gal-NAc6S|SIAT4B|ST3GALII|ST3GalA.2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	protein-coding
3160	chr10	31293485	31294202	+	0	NA	intron (NM_182755, intron 1 of 7)	intron (NM_182755, intron 1 of 7)	-5397	NM_001143769	220929		NM_182755	ENSG00000183621	ZNF438	bA330O11.1	zinc finger protein 438	protein-coding
2313	chr6	21992305	21992870	+	0	NA	intron (NR_015410, intron 6 of 11)	intron (NR_015410, intron 6 of 11)	154835	NR_034143	729177		NR_034143		NBAT1	CASC14|NBAT-1	neuroblastoma associated transcript 1	ncRNA
3977	chr22	17977295	17977810	+	0	NA	intron (NM_001290046, intron 3 of 18)	intron (NM_001290046, intron 3 of 18)	20924	NM_001290047	27443		NM_031413	ENSG00000099954	CECR2	-	CECR2 histone acetyl-lysine reader	protein-coding
3433	chr14	58409692	58410711	+	0	NA	Intergenic	Intergenic	-77391	NM_001352011	341880		NM_001080455	ENSG00000151812	SLC35F4	C14orf36|c14_5373	solute carrier family 35 member F4	protein-coding
2839	chr6	119472290	119472411	+	0	NA	Intergenic	Intergenic	-1992	NM_001100411	79632		NM_024581	ENSG00000111879	FAM184A	C6orf60	family with sequence similarity 184 member A	protein-coding
1724	chr8	139237772	139238197	+	0	NA	intron (NM_015912, intron 7 of 19)	intron (NM_015912, intron 7 of 19)	-142196	NR_161374	401478		NM_001354876		LOC401478	-	uncharacterized LOC401478	ncRNA
5133	chr14	39317444	39318398	+	0	NA	intron (NR_039982, intron 2 of 4)	intron (NR_039982, intron 2 of 4)	-33878	NR_135256	105370457		NR_135256		LOC105370457	-	uncharacterized LOC105370457	ncRNA
1980	chr13	60246232	60247768	+	0	NA	intron (NM_001042517, intron 27 of 27)	intron (NM_001042517, intron 27 of 27)	-339852	NR_109838	100874195		NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
5460	chr5	153831311	153831831	+	0	NA	intron (NM_024632, intron 2 of 3)	intron (NM_024632, intron 2 of 3)	6014	NM_001131063	79685		NM_024632	ENSG00000164576	SAP30L	NS4ATP2	SAP30 like	protein-coding
6002	chr8	142460997	142461651	+	0	NA	intron (NM_207414, intron 19 of 29)	L2a|LINE|L2	29836	NM_007079	11156		NM_007079	ENSG00000184489	PTP4A3	PRL-3|PRL-R|PRL3	protein tyrosine phosphatase 4A3	protein-coding
1462	chr6	53848972	53849429	+	0	NA	intron (NR_125842, intron 2 of 3)	intron (NR_125842, intron 2 of 3)	-14488	NR_046832	100874282		NR_046832	ENSG00000146147	MLIP-IT1	-	MLIP intronic transcript 1	ncRNA
6436	chr2	173215485	173216068	+	0	NA	Intergenic	Intergenic	-76288	NM_001316306	3655		NM_000210	ENSG00000091409	ITGA6	CD49f|ITGA6A|ITGA6B|JEB6|VLA-6	integrin subunit alpha 6	protein-coding
7791	chr4	26219651	26220853	+	0	NA	intron (NM_001374401, intron 1 of 11)	intron (NM_001374401, intron 1 of 11)	55172	NM_001374401	3516		NM_005349	ENSG00000168214	RBPJ	AOS3|CBF-1|CBF1|IGKJRB|IGKJRB1|KBF2|RBP-J|RBP-J kappa|RBP-JK|RBPJK|RBPSUH|SUH|csl	recombination signal binding protein for immunoglobulin kappa J region	protein-coding
1306	chr4	110963103	110964830	+	0	NA	Intergenic	LTR88b|LTR|Gypsy?	129927	NM_001178131	1950		NM_001963	ENSG00000138798	EGF	HOMG4|URG	epidermal growth factor	protein-coding
6263	chr13	41160316	41160661	+	0	NA	intron (NM_002015, intron 1 of 2)	intron (NM_002015, intron 1 of 2)	80290	NM_002015	2308		NM_002015	ENSG00000150907	FOXO1	FKH1|FKHR|FOXO1A	forkhead box O1	protein-coding
5982	chr5	116075421	116076629	+	0	NA	Intergenic	Intergenic	21880	NR_104678	102467223		NR_104678		LINC02214	-	long intergenic non-protein coding RNA 2214	ncRNA
8145	chr5	94358734	94359321	+	0	NA	intron (NM_024717, intron 1 of 22)	intron (NM_024717, intron 1 of 22)	58543	NM_001297777	79772		NM_024717	ENSG00000175471	MCTP1	-	multiple C2 and transmembrane domain containing 1	protein-coding
4399	chr6	34922939	34923884	+	0	NA	intron (NM_015245, intron 1 of 23)	HAL1|LINE|L1	66379	NM_015245	23294		NM_015245	ENSG00000064999	ANKS1A	ANKS1	ankyrin repeat and sterile alpha motif domain containing 1A	protein-coding
6658	chr6	149025897	149026419	+	0	NA	Intergenic	Intergenic	-42008	NM_005715	10090		NM_005715	ENSG00000111962	UST	2OST	uronyl 2-sulfotransferase	protein-coding
9986	chr8	22561014	22561243	+	0	NA	Intergenic	CpG	-10135	NM_004430	1960		NM_004430	ENSG00000179388	EGR3	EGR-3|PILOT	early growth response 3	protein-coding
1347	chr5	11191469	11192423	+	0	NA	intron (NR_109988, intron 9 of 21)	MLT2F|LTR|ERVL	397083	NM_001288716	1501		NM_001332	ENSG00000169862	CTNND2	GT24|NPRAP	catenin delta 2	protein-coding
4486	chr6	150989450	150989804	+	0	NA	intron (NM_001329804, intron 3 of 17)	intron (NM_001329804, intron 3 of 17)	-15156	NM_001329800	57480		NM_001029884	ENSG00000120278	PLEKHG1	ARHGEF41	pleckstrin homology and RhoGEF domain containing G1	protein-coding
3560	chr16	66392951	66393396	+	0	NA	Intergenic	MER21C|LTR|ERVL	-7421	NM_001795	1003		NM_001795	ENSG00000179776	CDH5	7B4|CD144	cadherin 5	protein-coding
2440	chr8	143358413	143359394	+	0	NA	intron (NM_001366901, intron 11 of 13)	intron (NM_001366901, intron 11 of 13)	79186	NR_024378	619434		NR_024378	ENSG00000254008	LINC00051	C8orf43|NCRNA00051	long intergenic non-protein coding RNA 51	ncRNA
572	chr15	94613512	94614189	+	0	NA	intron (NR_120320, intron 2 of 8)	AmnSINE1|SINE|Deu	37317	NR_120320	101927112		NR_120320	ENSG00000259724	LINC01581	-	long intergenic non-protein coding RNA 1581	ncRNA
10055	chr18	59619255	59619840	+	0	NA	Intergenic	Intergenic	-59307	NM_173557	220441		NM_173557	ENSG00000176641	RNF152	-	ring finger protein 152	protein-coding
2654	chr22	46008335	46008946	+	0	NA	Intergenic	Intergenic	-7113	NR_131244	100506737		NR_131244	ENSG00000238120	LINC01589	TCONS_00029353	long intergenic non-protein coding RNA 1589	ncRNA
1479	chr6	108000725	108001160	+	0	NA	Intergenic	Intergenic	52412	NM_001286409	256380		NM_198081	ENSG00000146285	SCML4	dJ47M23.1	Scm polycomb group protein like 4	protein-coding
4050	chr3	114377854	114378779	+	0	NA	intron (NM_001348803, intron 6 of 13)	intron (NM_001348803, intron 6 of 13)	-34524	NM_001164346	26137		NM_015642	ENSG00000181722	ZBTB20	DPZF|HOF|ODA-8S|PRIMS|ZNF288	zinc finger and BTB domain containing 20	protein-coding
5533	chr7	133000633	133001242	+	0	NA	intron (NM_001037126, intron 4 of 9)	intron (NM_001037126, intron 4 of 9)	25302	NR_106749	102465139		NR_106749	ENSG00000276137	MIR6133	hsa-mir-6133	microRNA 6133	ncRNA
8015	chr14	40133372	40134648	+	0	NA	Intergenic	Intergenic	-232306	NM_203301	254170		NM_203301	ENSG00000165355	FBXO33	BMND12|Fbx33|c14_5247	F-box protein 33	protein-coding
2831	chr6	506522	506862	+	0	NA	intron (NM_018303, intron 23 of 27)	intron (NM_018303, intron 23 of 27)	114940	NR_046000	3662		NM_002460	ENSG00000137265	IRF4	LSIRF|MUM1|NF-EM5|SHEP8	interferon regulatory factor 4	protein-coding
4803	chr10	561409	562074	+	0	NA	intron (NM_014974, intron 1 of 36)	intron (NM_014974, intron 1 of 36)	-112763	NR_147612	101930421		NR_147612	ENSG00000225140	LOC101930421	-	uncharacterized LOC101930421	ncRNA
8918	chr3	58859887	58860821	+	0	NA	intron (NM_001351530, intron 6 of 15)	L2b|LINE|L2	50157	NR_110820	101929238		NR_110820	ENSG00000242428	CFAP20DC-AS1	C3orf67-AS1	CFAP20DC antisense RNA 1	ncRNA
2353	chr7	30196763	30197290	+	0	NA	intron (NM_152793, intron 2 of 2)	intron (NM_152793, intron 2 of 2)	22424	NM_152793	222166		NM_152793	ENSG00000180354	MTURN	C7orf41|Ells1	maturin, neural progenitor differentiation regulator homolog	protein-coding
9039	chr14	107046957	107049306	+	0	NA	Intergenic	LTR13|LTR|ERVK	109686	NR_027457	338005		NR_027457	ENSG00000270816	LINC00221	C14orf98|NCRNA00221	long intergenic non-protein coding RNA 221	ncRNA
4223	chr4	169980584	169981865	+	0	NA	Intergenic	Intergenic	-49818	NM_032783	84869		NM_032783	ENSG00000145439	CBR4	SDR45C1	carbonyl reductase 4	protein-coding
10009	chr9	82696878	82697609	+	0	NA	Intergenic	L1MEg|LINE|L1	107305	NR_121212	101927477		NR_121212		LINC01507	XLOC_000303	long intergenic non-protein coding RNA 1507	ncRNA
3101	chr1	217103068	217103799	+	0	NA	intron (NM_001350123, intron 2 of 8)	intron (NM_001350123, intron 2 of 8)	9582	NM_001243513	2104		NM_001438	ENSG00000196482	ESRRG	ERR-gamma|ERR3|ERRg|ERRgamma|NR3B3	estrogen related receptor gamma	protein-coding
8848	chr5	8517641	8517878	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	56721	NR_039663	100616142		NR_039663	ENSG00000284000	MIR4458	mir-4458	microRNA 4458	ncRNA
5990	chr6	167620800	167621314	+	0	NA	Intergenic	G-rich|Low_complexity|Low_complexity	-20731	NR_157263	112590798		NR_157263	ENSG00000280707	HPAT5	-	human pluripotency-associated transcript 5	ncRNA
9361	chr1	205801227	205802591	+	0	NA	intron (NR_135186, intron 9 of 11)	intron (NR_135186, intron 9 of 11)	17351	NR_135186	148811		NM_152491	ENSG00000162877	PM20D1	Cps1	peptidase M20 domain containing 1	protein-coding
7954	chr8	97899979	97900796	+	0	NA	intron (NM_016134, intron 4 of 7)	MER20|DNA|hAT-Charlie	242917	NM_016134	10404		NM_016134	ENSG00000104324	CPQ	LDP|PGCP	carboxypeptidase Q	protein-coding
4540	chr7	34302216	34302599	+	0	NA	Intergenic	THE1C|LTR|ERVL-MaLR	357256	NM_001365308	168667		NM_133468	ENSG00000164619	BMPER	CRIM3|CV-2|CV2	BMP binding endothelial regulator	protein-coding
2586	chr5	154304	155462	+	0	NA	intron (NM_052909, intron 7 of 19)	intron (NM_052909, intron 7 of 19)	-36727	NM_001080478	389257		NM_001080478	ENSG00000185028	LRRC14B	-	leucine rich repeat containing 14B	protein-coding
3509	chr15	66905839	66907849	+	0	NA	intron (NR_110372, intron 1 of 4)	MIRb|SINE|MIR	32316	NR_110372	102723165		NR_110372	ENSG00000259471	LINC01169	-	long intergenic non-protein coding RNA 1169	ncRNA
5401	chr4	37721485	37721812	+	0	NA	Intergenic	AluY|SINE|Alu	-33650	NM_001085399	768211		NM_001085399	ENSG00000181826	RELL1	-	RELT like 1	protein-coding
6439	chr2	229661202	229661526	+	0	NA	Intergenic	Intergenic	-185253	NR_151716	101928765		NR_151716	ENSG00000232023	LINC01807	-	long intergenic non-protein coding RNA 1807	ncRNA
81	chr1	92196933	92198538	+	0	NA	intron (NR_036634, intron 6 of 17)	MIR3|SINE|MIR	153973	NM_001195683	7049		NM_003243	ENSG00000069702	TGFBR3	BGCAN|betaglycan	transforming growth factor beta receptor 3	protein-coding
1309	chr4	118904397	118905581	+	0	NA	Intergenic	Intergenic	-49488	NR_146513	9348		NM_004784	ENSG00000164100	NDST3	HSST3	N-deacetylase and N-sulfotransferase 3	protein-coding
4655	chr8	51552515	51554127	+	0	NA	intron (NM_001321775, intron 14 of 17)	L2a|LINE|L2	476630	NM_001321778	54212		NM_018967	ENSG00000147481	SNTG1	G1SYN|SYN4	syntrophin gamma 1	protein-coding
4396	chr6	31300219	31301339	+	0	NA	Intergenic	HERVI-int|LTR|ERV1	22314	NR_106951	102465537		NR_106951	ENSG00000277402	MIR6891	hsa-mir-6891	microRNA 6891	ncRNA
8610	chr1	67029577	67030556	+	0	NA	intron (NM_001376547, intron 2 of 22)	intron (NM_001376547, intron 2 of 22)	30230	NM_001376543	84251		NM_032291	ENSG00000118473	SGIP1	-	SH3GL interacting endocytic adaptor 1	protein-coding
9989	chr8	37199785	37200531	+	0	NA	intron (NR_031672, intron 2 of 2).2	intron (NR_031672, intron 2 of 2).2	151273	NR_121620	100507420		NR_121620	ENSG00000253414	LINC01605	LincDUSP|ODIR1	long intergenic non-protein coding RNA 1605	ncRNA
1893	chr10	79970170	79970843	+	0	NA	Intergenic	Intergenic	-37876	NR_038985	100132987		NR_038985	ENSG00000230417	LINC00856	-	long intergenic non-protein coding RNA 856	ncRNA
4489	chr6	154567495	154569093	+	0	NA	TTS (NM_001008503)	TTS (NM_001008503)	82921	NM_001130699	26034		NM_015553	ENSG00000074706	IPCEF1	PIP3-E|PIP3E	interaction protein for cytohesin exchange factors 1	protein-coding
7448	chr9	119749386	119750685	+	0	NA	intron (NM_001365068, intron 7 of 22)	MER44B|DNA|TcMar-Tigger	193445	NR_003708	100124538		NR_003708	ENSG00000207268	SNORA70C	U70C	small nucleolar RNA, H/ACA box 70C	snoRNA
8284	chr3	157415682	157416853	+	0	NA	Intergenic	THE1D|LTR|ERVL-MaLR	155166	NR_166162	152078		NM_001099777	ENSG00000293490	SLC66A1LP	C3orf55|PQLC2L|SLC66A1L|SLC66A2L	solute carrier family 66 member 1 like, pseudogene	pseudo
4567	chr7	106415100	106415659	+	0	NA	Intergenic	MER41B|LTR|ERV1	-90348	NM_001282427	5294		NM_002649	ENSG00000105851	PIK3CG	IMD97|PI3CG|PI3K|PI3Kgamma|PIK3|p110gamma|p120-PI3K	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	protein-coding
1476	chr6	105811608	105812707	+	0	NA	intron (NM_002726, intron 6 of 14)	intron (NM_002726, intron 6 of 14)	38800	NM_002726	5550		NM_002726	ENSG00000085377	PREP	PE|PEP	prolyl endopeptidase	protein-coding
3261	chr11	112125939	112126707	+	0	NA	intron (NM_001145024, intron 1 of 3)	intron (NM_001145024, intron 1 of 3)	-4665	NR_133566	100132686		NR_133566	ENSG00000268472	LOC100132686	-	uncharacterized LOC100132686	ncRNA
5698	chr2	45052480	45053353	+	0	NA	Intergenic	L4|LINE|RTE	113111	NR_147194	107985879		NR_147194	ENSG00000259439	LINC01833	K21.1|RP11-89	long intergenic non-protein coding RNA 1833	ncRNA
5287	chr2	127245737	127246978	+	0	NA	Intergenic	Intergenic	-167154	NM_001256584	2995		NM_002101	ENSG00000136732	GYPC	CD236|CD236R|GE|GPC|GPD|GYPD|PAS-2|PAS-2'	glycophorin C (Gerbich blood group)	protein-coding
8078	chr6	89203263	89204757	+	0	NA	Intergenic	Intergenic	45078	NR_110867	101928936		NR_110867		LOC101928936	-	uncharacterized LOC101928936	ncRNA
3057	chr1	154763790	154764790	+	0	NA	intron (NM_170782, intron 2 of 7)	intron (NM_170782, intron 2 of 7)	68062	NM_170782	3782		NM_002249	ENSG00000143603	KCNN3	KCa2.3|SK3|SKCA3|ZLS3|hSK3	potassium calcium-activated channel subfamily N member 3	protein-coding
8975	chr3	149517049	149517783	+	0	NA	Intergenic	L1PA7|LINE|L1	-7075	NM_001315505	389161		NM_001144960	ENSG00000206199	ANKUB1	C3orf16	ankyrin repeat and ubiquitin domain containing 1	protein-coding
971	chr2	157912347	157913292	+	0	NA	Intergenic	Intergenic	-201398	NM_001329868	11227		NM_014568	ENSG00000136542	GALNT5	GALNAC-T5|GALNACT5	polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
9036	chr1	153463207	153463785	+	0	NA	Intergenic	Intergenic	-30369	NM_002963	6278		NM_002963	ENSG00000143556	S100A7	PSOR1|S100A7c	S100 calcium binding protein A7	protein-coding
5371	chr3	124686747	124688629	+	0	NA	3' UTR (NM_020733, exon 17 of 17)	3' UTR (NM_020733, exon 17 of 17)	-34093	NM_033049	56667		NM_033049	ENSG00000173702	MUC13	DRCC1|MUC-13	mucin 13, cell surface associated	protein-coding
9197	chr4	75089584	75089928	+	0	NA	intron (NR_147097, intron 6 of 9)	L1M7|LINE|L1	65921	NM_001351331	441024		NM_001004346	ENSG00000163738	MTHFD2L	-	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like	protein-coding
6950	chr12	90546554	90547632	+	0	NA	Intergenic	L1PA10|LINE|L1	-140002	NR_135018	105369893		NR_135018	ENSG00000258183	LINC02392	-	long intergenic non-protein coding RNA 2392	ncRNA
5032	chr10	131378805	131379802	+	0	NA	intron (NM_002412, intron 2 of 4)	intron (NM_002412, intron 2 of 4)	113798	NM_002412	4255		NM_002412	ENSG00000170430	MGMT	-	O-6-methylguanine-DNA methyltransferase	protein-coding
6103	chr14	54401420	54402098	+	0	NA	Intergenic	Intergenic	13443	NR_049843	100847076		NR_049843	ENSG00000266431	MIR5580	-	microRNA 5580	ncRNA
1360	chr5	43476016	43476592	+	0	NA	5' UTR (NM_001377403, exon 3 of 5)	5' UTR (NM_001377403, exon 3 of 5)	7663	NM_001377400	64417		NM_022483	ENSG00000151881	TMEM267	C5orf28	transmembrane protein 267	protein-coding
829	chr18	71641087	71642965	+	0	NA	Intergenic	L1ME2|LINE|L1	173043	NM_152676	201456		NM_152676	ENSG00000141665	FBXO15	FBX15	F-box protein 15	protein-coding
2467	chr1	209798128	209798847	+	0	NA	intron (NM_001017402, intron 13 of 21)	intron (NM_001017402, intron 13 of 21)	-1632	NR_036213	100422894		NR_036213	ENSG00000283876	MIR4260	-	microRNA 4260	ncRNA
3547	chr16	51603174	51603984	+	0	NA	Intergenic	Intergenic	-192851	NR_110916	101927364		NR_110916		LINC01571	-	long intergenic non-protein coding RNA 1571	ncRNA
6527	chr3	193515303	193515868	+	0	NA	Intergenic	Intergenic	46213	NR_146718	105374285		NR_146718		LINC02038	-	long intergenic non-protein coding RNA 2038	ncRNA
2589	chr5	9903652	9904289	+	0	NA	promoter-TSS (NR_027112)	promoter-TSS (NR_027112)	-34	NR_027112	285692		NR_027112	ENSG00000249781	LINC02112	-	long intergenic non-protein coding RNA 2112	ncRNA
3506	chr15	58524489	58524983	+	0	NA	Intergenic	Intergenic	94156	NM_020980	366		NM_020980	ENSG00000103569	AQP9	AQP-9|HsT17287|SSC1|T17287	aquaporin 9	protein-coding
2342	chr6	166029234	166030052	+	0	NA	intron (NM_006661, intron 1 of 22)	intron (NM_006661, intron 1 of 22)	46125	NM_006661	10846		NM_006661	ENSG00000112541	PDE10A	ADSD2|HSPDE10A|IOLOD|LINC00473|PDE10A19	phosphodiesterase 10A	protein-coding
4241	chr5	1311367	1311661	+	0	NA	Intergenic	MER51A|LTR|ERV1	-2022	NR_039662	100616235		NR_039662	ENSG00000263670	MIR4457	mir-4457	microRNA 4457	ncRNA
