PeakID (cmd=annotatePeaks.pl ../beds/community2.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5260	chr9	126273439	126274521	+	0	NA	intron (NM_020946, intron 13 of 21)	MIRc|SINE|MIR	-26079	NR_106972	102465688		NR_106972	ENSG00000274932	MIR7150	hsa-mir-7150	microRNA 7150	ncRNA
3426	chr1	72788283	72788908	+	0	NA	Intergenic	L1M2|LINE|L1	-40373	NM_173808	257194		NM_173808	ENSG00000172260	NEGR1	DMML2433|IGLON4|KILON|Ntra	neuronal growth regulator 1	protein-coding
3094	chr1	209380382	209381560	+	0	NA	Intergenic	Intergenic	-117830	NR_135085	105372897		NR_135085	ENSG00000227940	LINC01696	-	long intergenic non-protein coding RNA 1696	ncRNA
4956	chr5	68006463	68007823	+	0	NA	Intergenic	Intergenic	318611	NR_130778	101928885		NR_130778		LINC02198	-	long intergenic non-protein coding RNA 2198	ncRNA
299	chr22	38323062	38323625	+	0	NA	intron (NM_033386, intron 8 of 15)	intron (NM_033386, intron 8 of 15)	21039	NM_033386	85377		NM_033386	ENSG00000100139	MICALL1	MICAL-L1|MIRAB13	MICAL like 1	protein-coding
1985	chr10	131031737	131032759	+	0	NA	Intergenic	Intergenic	-233257	NM_002412	4255		NM_002412	ENSG00000170430	MGMT	-	O-6-methylguanine-DNA methyltransferase	protein-coding
3089	chr1	190446680	190448351	+	0	NA	promoter-TSS (NR_110717)	promoter-TSS (NR_110717)	125	NR_110716	101929120		NR_110716		BRINP3-DT	LINC01351	BRINP3 divergent transcript	ncRNA
4992	chr8	125783952	125784911	+	0	NA	Intergenic	Intergenic	-43683	NM_001282971	9788		NM_014751	ENSG00000170873	MTSS1	MIM|MIMA|MIMB	MTSS I-BAR domain containing 1	protein-coding
1921	chr8	129076273	129076829	+	0	NA	intron (NR_003367, intron 5 of 8)	intron (NR_003367, intron 5 of 8)	15153	NR_031612	100302175		NR_031612	ENSG00000221176	MIR1207	MIRN1207|hsa-mir-1207	microRNA 1207	ncRNA
1584	chr11	120678171	120678657	+	0	NA	intron (NM_001282470, intron 3 of 19)	intron (NM_001282470, intron 3 of 19)	11410	NR_133008	105369532		NR_133008		LOC105369532	-	uncharacterized LOC105369532	ncRNA
2644	chr13	104663944	104664471	+	0	NA	Intergenic	Intergenic	586657	NR_126374	104326190		NR_126374		LINC01309	TCONS_l2_00007459	long intergenic non-protein coding RNA 1309	ncRNA
5516	chr12	63242244	63242603	+	0	NA	intron (NM_020700, intron 1 of 9)	intron (NM_020700, intron 1 of 9)	86507	NM_020700	57460		NM_020700	ENSG00000111110	PPM1H	ARHCL1|NERPP-2C|URCC2	protein phosphatase, Mg2+/Mn2+ dependent 1H	protein-coding
375	chr5	131335026	131335535	+	0	NA	intron (NM_001205250, intron 1 of 20)	intron (NM_001205250, intron 1 of 20)	12071	NM_015256	23305		NM_015256	ENSG00000164398	ACSL6	ACS2|FACL6|LACS 6|LACS2|LACS5	acyl-CoA synthetase long chain family member 6	protein-coding
417	chr6	161607178	161607981	+	0	NA	intron (NM_020133, intron 2 of 8)	intron (NM_020133, intron 2 of 8)	-24565	NR_024277	79992		NM_024929		AGPAT4-IT1	C6orf59|NCRNA00241	AGPAT4 intronic transcript 1	ncRNA
2346	chr8	34810416	34810928	+	0	NA	Intergenic	Intergenic	169233	NR_125746	103689844		NR_125746		LINC01288	TCONS_00014671	long intergenic non-protein coding RNA 1288	ncRNA
577	chr14	25164366	25165042	+	0	NA	Intergenic	Intergenic	-61308	NM_001346011	3002		NM_004131	ENSG00000100453	GZMB	C11|CCPI|CGL-1|CGL1|CSP-B|CSPB|CTLA1|CTSGL1|HLP|SECT	granzyme B	protein-coding
2172	chr2	219494943	219495854	+	0	NA	exon (NM_032726, exon 9 of 16)	exon (NM_032726, exon 9 of 16)	22776	NM_032726	84812		NM_032726	ENSG00000115556	PLCD4	-	phospholipase C delta 4	protein-coding
751	chr20	62638320	62638653	+	0	NA	intron (NM_012469, intron 9 of 20)	ERVL-E-int|LTR|ERVL	26001	NM_012469	24148		NM_012469	ENSG00000101161	PRPF6	ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6	pre-mRNA processing factor 6	protein-coding
2693	chr2	21212230	21212865	+	0	NA	Intergenic	Intergenic	54398	NM_000384	338		NM_000384	ENSG00000084674	APOB	FCHL2|FLDB|LDLCQ4|apoB-100|apoB-48	apolipoprotein B	protein-coding
4495	chr13	62783217	62784236	+	0	NA	Intergenic	Intergenic	-2689	NR_125787	103752583		NR_125787		LINC01075	-	long intergenic non-protein coding RNA 1075	ncRNA
1635	chr16	5166930	5167838	+	0	NA	Intergenic	Intergenic	-19563	NM_201598	196483		NM_201400	ENSG00000118894	EEF2KMT	EFM3|FAM86A|SB153|eEF2-KMT	eukaryotic elongation factor 2 lysine methyltransferase	protein-coding
4111	chr2	33960036	33960711	+	0	NA	intron (NR_126403, intron 1 of 5)	Tigger4|DNA|TcMar-Tigger	-7089	NR_003143	151325		NM_207329	ENSG00000293267	MYADML	-	myeloid associated differentiation marker like (pseudogene)	pseudo
5637	chr9	136074848	136075770	+	0	NA	Intergenic	Intergenic	9328	NR_110242	29989		NM_014581	ENSG00000171102	OBP2B	LCN14|OBPIIb	odorant binding protein 2B	protein-coding
1482	chr8	128389676	128390064	+	0	NA	intron (NR_117099, intron 3 of 3)	intron (NR_117099, intron 3 of 3)	-22774	NR_109834	101805488		NR_109834	ENSG00000280997	CCAT2	LINC00873|NCCP1	colon cancer associated transcript 2	ncRNA
2459	chr16	25273601	25274176	+	0	NA	Intergenic	AluJo|SINE|Alu	-4722	NM_001012981	342357		NM_001012981	ENSG00000155592	ZKSCAN2	ZNF694|ZSCAN31|ZSCAN34	zinc finger with KRAB and SCAN domains 2	protein-coding
2917	chr8	103752291	103752908	+	0	NA	Intergenic	Intergenic	-66451	NR_149020	401472		NR_149020		GASAL1	GASL1	growth arrest associated lncRNA 1	ncRNA
3302	chr4	23946982	23947907	+	0	NA	intron (NR_148983, intron 2 of 15)	intron (NR_148983, intron 2 of 15)	-55774	NM_013261	10891		NM_013261	ENSG00000109819	PPARGC1A	LEM6|PGC-1(alpha)|PGC-1alpha|PGC-1v|PGC1|PGC1A|PPARGC1	PPARG coactivator 1 alpha	protein-coding
861	chr16	55150345	55150878	+	0	NA	Intergenic	Charlie20a|DNA|hAT-Charlie	185500	NM_001252197	10265		NM_005853	ENSG00000176842	IRX5	HMMS|IRX-2a|IRXB2	iroquois homeobox 5	protein-coding
1344	chr3	138089428	138090740	+	0	NA	intron (NM_001252090, intron 1 of 5)	intron (NM_001252090, intron 1 of 5)	22022	NM_001252090	22808		NM_012219	ENSG00000158186	MRAS	M-RAs|NS11|R-RAS3|RRAS3	muscle RAS oncogene homolog	protein-coding
3043	chr3	117603496	117604633	+	0	NA	Intergenic	Intergenic	-194292	NR_146652	105374057		NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
4328	chr14	26493215	26493518	+	0	NA	Intergenic	Intergenic	529270	NM_001366398	4857		NM_002515	ENSG00000139910	NOVA1	Nova-1	NOVA alternative splicing regulator 1	protein-coding
1963	chr1	219947063	219947619	+	0	NA	Intergenic	L2a|LINE|L2	153638	NR_165031								
2614	chr11	36163368	36164340	+	0	NA	intron (NM_001304263, intron 3 of 4)	intron (NM_001304263, intron 3 of 4)	-64403	NR_135064	101928510		NR_135064		LOC101928510	-	uncharacterized LOC101928510	ncRNA
3892	chr1	211889121	211889834	+	0	NA	Intergenic	Intergenic	40373	NR_148994	91548		NR_148994	ENSG00000231057	NEK2-DT	-	NEK2 divergent transcript	ncRNA
993	chr10	101785090	101785780	+	0	NA	Intergenic	LTR1C|LTR|ERV1	-15731	NM_015221	23268		NM_015221	ENSG00000107554	DNMBP	ARHGEF36|CTRCT48|TUBA	dynamin binding protein	protein-coding
5138	chr4	184960873	184961691	+	0	NA	Intergenic	Intergenic	134822	NM_020225	56977		NM_020225	ENSG00000173320	STOX2	-	storkhead box 2	protein-coding
2707	chr2	187246429	187246778	+	0	NA	Intergenic	AluSx|SINE|Alu	-104384	NM_018471	55854		NM_018471	ENSG00000065548	ZC3H15	DFRP1|HT010|LEREPO4|MSTP012	zinc finger CCCH-type containing 15	protein-coding
787	chr5	85583141	85583850	+	0	NA	non-coding (NR_003719, exon 5 of 8)	non-coding (NR_003719, exon 5 of 8)	5233	NR_003719	285622		NR_003719		NBPF22P	-	NBPF member 22, pseudogene	pseudo
3224	chr2	167991332	167992620	+	0	NA	intron (NR_046665, intron 1 of 1)	intron (NR_046665, intron 1 of 1)	5489	NR_046665	100874011		NR_046665		XIRP2-AS1	-	XIRP2 antisense RNA 1	ncRNA
4738	chr1	100202654	100202941	+	0	NA	intron (NM_001013660, intron 7 of 16)	intron (NM_001013660, intron 7 of 16)	-24288	NR_031666	100302152		NR_031666	ENSG00000221669	MIR548N	MIRN548N|hsa-mir-548n	microRNA 548n	ncRNA
3856	chr19	8780703	8781549	+	0	NA	intron (NM_001378601, intron 1 of 3)	intron (NM_001378601, intron 1 of 3)	16109	NM_001378601	105372267		NM_001378599	ENSG00000268480	NFILZ	LINC01862	NFIL3 like basic leucine zipper	protein-coding
5212	chr17	12523102	12523793	+	0	NA	intron (NR_034145, intron 3 of 3)	intron (NR_034145, intron 3 of 3)	-45760	NM_001378306	93649		NM_153604	ENSG00000141052	MYOCD	MGBL|MYCD	myocardin	protein-coding
1537	chr1	156931429	156931872	+	0	NA	intron (NM_198236, intron 13 of 40)	MER20|DNA|hAT-Charlie	-25614	NR_030527	768220		NR_030527	ENSG00000211581	MIR765	MIRN765|hsa-mir-765|mir-765	microRNA 765	ncRNA
5535	chr5	140777174	140778393	+	0	NA	promoter-TSS (NM_032099)	promoter-TSS (NM_032099)	88	NM_018925	56101		NM_018925	ENSG00000276547	PCDHGB5	PCDH-GAMMA-B5	protocadherin gamma subfamily B, 5	protein-coding
3790	chr14	103419467	103420098	+	0	NA	intron (NM_006035, intron 23 of 36)	intron (NM_006035, intron 23 of 36)	30782	NM_030943	81693		NM_030943	ENSG00000166126	AMN	IGS2|PRO1028|amnionless	amnion associated transmembrane protein	protein-coding
4362	chr6	46978318	46979392	+	0	NA	intron (NM_153840, intron 10 of 14)	L1M5|LINE|L1	31213	NM_025048	266977		NM_025048	ENSG00000153292	ADGRF1	GPR110|KPG_012|PGR19|hGPCR36	adhesion G protein-coupled receptor F1	protein-coding
738	chr2	111562415	111564274	+	0	NA	intron (NM_001365487, intron 9 of 10)	intron (NM_001365487, intron 9 of 10)	73194	NM_001142807	55289		NM_018308	ENSG00000153093	ACOXL	ACOX4	acyl-CoA oxidase like	protein-coding
1616	chr14	100184826	100185299	+	0	NA	intron (NM_006668, intron 10 of 14)	intron (NM_006668, intron 10 of 14)	-18997	NM_001375411	2009		NM_004434	ENSG00000066629	EML1	BH|ELP79|EMAP|EMAP-1|EMAPL	EMAP like 1	protein-coding
4357	chr20	51026640	51027014	+	0	NA	Intergenic	Intergenic	-210550	NR_110038	101927700		NR_110038	ENSG00000234948	LINC01524	-	long intergenic non-protein coding RNA 1524	ncRNA
236	chr2	49127272	49128673	+	0	NA	Intergenic	Intergenic	-145109	NM_000233	3973		NM_000233	ENSG00000138039	LHCGR	HHG|LCGR|LGR2|LH/CG-R|LH/CGR|LHR|LHRHR|LSH-R|ULG5	luteinizing hormone/choriogonadotropin receptor	protein-coding
4340	chr8	117486829	117487353	+	0	NA	Intergenic	MLT1J2|LTR|ERVL-MaLR	-149794	NR_046215	100859921		NR_046215	ENSG00000249917	LINC00536	-	long intergenic non-protein coding RNA 536	ncRNA
666	chr11	110668066	110669137	+	0	NA	Intergenic	MIRb|SINE|MIR	-84689	NM_001258416	57569		NM_020809	ENSG00000137727	ARHGAP20	RARHOGAP	Rho GTPase activating protein 20	protein-coding
5386	chr4	68727092	68727586	+	0	NA	intron (NM_004262, intron 1 of 9)	intron (NM_004262, intron 1 of 9)	22381	NM_004262	9407		NM_004262	ENSG00000153802	TMPRSS11D	ASP|HAT	transmembrane serine protease 11D	protein-coding
864	chr18	8480266	8480754	+	0	NA	Intergenic	Intergenic	-113478	NR_024419	100192426		NR_024419	ENSG00000266149	LOC100192426	-	uncharacterized LOC100192426	ncRNA
1314	chr3	14236340	14236756	+	0	NA	intron (NM_014463, intron 3 of 3)	intron (NM_014463, intron 3 of 3)	16231	NM_014463	27258		NM_014463	ENSG00000170860	LSM3	SMX4|USS2|YLR438C	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
3013	chr13	37129369	37129878	+	0	NA	Intergenic	L1PA16|LINE|L1	-118534	NM_203451	400120		NM_203451	ENSG00000180440	SERTM1	C13orf36	serine rich and transmembrane domain containing 1	protein-coding
5684	chr1	230272129	230273212	+	0	NA	intron (NM_004481, intron 1 of 15)	intron (NM_004481, intron 1 of 15)	69685	NM_004481	2590		NM_004481	ENSG00000143641	GALNT2	CDG2T|GalNAc-T2	polypeptide N-acetylgalactosaminyltransferase 2	protein-coding
2947	chr14	37126754	37126986	+	0	NA	promoter-TSS (NM_006194)	promoter-TSS (NM_006194)	97	NM_006194	5083		NM_006194	ENSG00000198807	PAX9	STHAG3	paired box 9	protein-coding
2950	chr16	72863770	72864891	+	0	NA	intron (NM_001164766, intron 3 of 8)	intron (NM_001164766, intron 3 of 8)	-165461	NR_126330	101927957		NR_126330	ENSG00000261008	LINC01572	-	long intergenic non-protein coding RNA 1572	ncRNA
2829	chr9	122623990	122624906	+	0	NA	Intergenic	Intergenic	-72890	NR_132393	106146149		NR_132393	ENSG00000261432	LINC01613	n341773	long intergenic non-protein coding RNA 1613	ncRNA
4233	chr5	96447245	96447807	+	0	NA	intron (NM_153234, intron 2 of 5)	intron (NM_153234, intron 2 of 5)	30789	NM_153234	167410		NM_153234	ENSG00000145721	LIX1	C5orf11|Lft	limb and CNS expressed 1	protein-coding
2282	chr5	167474160	167475276	+	0	NA	intron (NM_001368146, intron 5 of 27)	intron (NM_001368146, intron 5 of 27)	-118132	NR_162139	113219458		NR_162139		MIR12125	-	microRNA 12125	ncRNA
1259	chr2	208288487	208289548	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	-105669	NR_135473	1385		NM_004379	ENSG00000118260	CREB1	CREB|CREB-1	cAMP responsive element binding protein 1	protein-coding
1803	chr8	27471614	27472544	+	0	NA	intron (NM_001831, intron 1 of 8)	CpG	138	NM_001831	1191		NM_001831	ENSG00000120885	CLU	AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2	clusterin	protein-coding
4141	chr2	229584236	229586815	+	0	NA	Intergenic	MIRb|SINE|MIR	-109414	NR_151716	101928765		NR_151716	ENSG00000232023	LINC01807	-	long intergenic non-protein coding RNA 1807	ncRNA
428	chr7	56193060	56195336	+	0	NA	Intergenic	Intergenic	-10088	NM_001145712	389493		NM_001145712	ENSG00000185290	NUPR2	NUPR1L|P8	nuclear protein 2, transcriptional regulator	protein-coding
968	chr1	221508558	221509542	+	0	NA	intron (NR_024236, intron 1 of 1)	intron (NR_024236, intron 1 of 1)	588	NR_024236	400804		NR_024236	ENSG00000234754	LINC02817	C1orf140	long intergenic non-protein coding RNA 2817	ncRNA
5546	chr22	37699834	37700148	+	0	NA	intron (NM_001318024, intron 8 of 12)	L2c|LINE|L2	21442	NM_013385	27128		NM_013385	ENSG00000100055	CYTH4	CYT4|DJ63G5.1|PSCD4|cytohesin-4	cytohesin 4	protein-coding
4580	chr1	169454456	169455634	+	0	NA	5' UTR (NM_001319667, exon 1 of 5)	5' UTR (NM_001319667, exon 1 of 5)	137	NM_006996	10560		NM_006996	ENSG00000117479	SLC19A2	TC1|THMD1|THT1|THTR1|TRMA	solute carrier family 19 member 2	protein-coding
166	chr16	2233388	2234439	+	0	NA	exon (NM_020764, exon 15 of 20)	exon (NM_020764, exon 15 of 20)	12693	NM_020764	57524		NM_020764	ENSG00000167971	CASKIN1	ANKS5A	CASK interacting protein 1	protein-coding
5453	chr8	125033908	125034859	+	0	NA	intron (NM_001039112, intron 17 of 40)	intron (NM_001039112, intron 17 of 40)	18640	NR_040044	439941		NM_001038706	ENSG00000181171	FER1L6-AS1	C8orf54	FER1L6 antisense RNA 1	ncRNA
2316	chr7	87113163	87113812	+	0	NA	Intergenic	L1MA2|LINE|L1	-8468	NM_018850	5244		NM_000443	ENSG00000005471	ABCB4	ABC21|GBD1|ICP3|MDR2|MDR2/3|MDR3|PFIC-3|PGY3	ATP binding cassette subfamily B member 4	protein-coding
1038	chr11	126380034	126381075	+	0	NA	intron (NM_032531, intron 4 of 16)	L3|LINE|CR1	104572	NM_001254759	6484		NM_006278	ENSG00000110080	ST3GAL4	CGS23|NANTA3|SAT3|SIAT4|SIAT4C|ST-4|ST3GalA.2|ST3GalIV|STZ|gal-NAc6S	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	protein-coding
3473	chr11	1009873	1010372	+	0	NA	intron (NR_144509, intron 20 of 20)	intron (NR_144509, intron 20 of 20)	26596	NM_005961	4588		NM_005961	ENSG00000184956	MUC6	MUC-6	mucin 6, oligomeric mucus/gel-forming	protein-coding
754	chr22	27508937	27509706	+	0	NA	Intergenic	Intergenic	-52121	NR_164796	284898		NM_001318329		LOC284898	-	uncharacterized LOC284898	ncRNA
1132	chr15	61366292	61366495	+	0	NA	intron (NM_134261, intron 1 of 10)	intron (NM_134261, intron 1 of 10)	155108	NM_134261	6095		NM_002943	ENSG00000069667	RORA	IDDECA|NR1F1|ROR1|ROR2|ROR3|RORa1|RORalpha|RZR-ALPHA|RZRA	RAR related orphan receptor A	protein-coding
3141	chr13	36527671	36528048	+	0	NA	intron (NM_001330072, intron 3 of 16)	intron (NM_001330072, intron 3 of 16)	-97861	NM_001195415	9201		NM_004734	ENSG00000133083	DCLK1	CL1|CLICK1|DCAMKL1|DCDC3A|DCLK	doublecortin like kinase 1	protein-coding
5391	chr8	136716963	136717737	+	0	NA	Intergenic	MIR3|SINE|MIR	247651	NM_006558	10656		NM_006558	ENSG00000131773	KHDRBS3	Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile	KH RNA binding domain containing, signal transduction associated 3	protein-coding
328	chr3	139194083	139194941	+	0	NA	intron (NM_004164, intron 1 of 3)	intron (NM_004164, intron 1 of 3)	846	NM_004164	5948		NM_004164	ENSG00000114113	RBP2	CRABP-II|CRBP2|CRBPII|RBPC2	retinol binding protein 2	protein-coding
2420	chr2	127713947	127714956	+	0	NA	Intergenic	L1P3|LINE|L1	57985	NM_001322244	101929926		NM_001322244	ENSG00000237524	TEX51	-	testis expressed 51	protein-coding
3233	chr2	188847309	188848174	+	0	NA	Intergenic	MER82|DNA|TcMar-Tigger	304677	NR_126396	104355152		NR_126396	ENSG00000231689	LINC01090	-	long intergenic non-protein coding RNA 1090	ncRNA
2675	chr17	9720358	9720698	+	0	NA	intron (NM_001310219, intron 1 of 4)	intron (NM_001310219, intron 1 of 4)	4860	NM_001310219	644070		NM_001310219	ENSG00000214978	GSG1L2	-	GSG1 like 2	protein-coding
4473	chr3	186463865	186464264	+	0	NA	Intergenic	Intergenic	28916	NM_000893	3827		NM_000893	ENSG00000113889	KNG1	BDK|BK|HAE6|HK|HMWK|KNG	kininogen 1	protein-coding
3580	chr3	73702598	73703128	+	0	NA	Intergenic	Intergenic	-28771	NM_015009	23024		NM_015009	ENSG00000121440	PDZRN3	LNX3|SEMACAP3|SEMCAP3	PDZ domain containing ring finger 3	protein-coding
5200	chr22	47357281	47358154	+	0	NA	intron (NR_104292, intron 10 of 13)	intron (NR_104292, intron 10 of 13)	-45779	NR_122047	642757		NR_122047	ENSG00000280080	TBC1D22A-AS1	-	TBC1D22A antisense RNA 1	ncRNA
4013	chr17	80447960	80448793	+	0	NA	TTS (NM_001038618)	TTS (NM_001038618)	-29232	NM_004514	3607		NM_004514	ENSG00000141568	FOXK2	ILF|ILF-1|ILF1|nGTBP	forkhead box K2	protein-coding
2817	chr8	33969328	33970164	+	0	NA	Intergenic	Intergenic	-512122	NM_001305115	78986		NM_024025	ENSG00000133878	DUSP26	DSP-4|DUSP24|LDP-4|LDP4|MKP-8|MKP8|NATA1|NEAP|SKRP3	dual specificity phosphatase 26	protein-coding
1218	chr2	15178017	15179234	+	0	NA	Intergenic	Arthur1B|DNA|hAT-Tip100	405784	NR_144632	151354		NM_145175	ENSG00000162981	LRATD1	FAM84A|NSE1|PP11517	LRAT domain containing 1	protein-coding
550	chr1	115885935	115886495	+	0	NA	intron (NR_157569, intron 1 of 1)	intron (NR_157569, intron 1 of 1)	-5345	NM_002506	4803		NM_002506	ENSG00000134259	NGF	Beta-NGF|HSAN5|NGFB	nerve growth factor	protein-coding
2448	chr11	131560624	131561023	+	0	NA	intron (NM_001352006, intron 2 of 9)	intron (NM_001352006, intron 2 of 9)	-27373	NR_126159	101929637		NM_207432		NTM-AS1	C11orf39	NTM antisense RNA 1	ncRNA
1090	chr14	22172075	22172687	+	0	NA	Intergenic	Intergenic	-33149	NM_001317107	26687		NM_001317107	ENSG00000276240	OR4E1	OR4E1P	olfactory receptor family 4 subfamily E member 1	protein-coding
1713	chr3	14891336	14891819	+	0	NA	intron (NM_152536, intron 1 of 19)	intron (NM_152536, intron 1 of 19)	31108	NM_152536	152273		NM_152536	ENSG00000154783	FGD5	ZFYVE23	FYVE, RhoGEF and PH domain containing 5	protein-coding
5190	chr8	111822541	111823047	+	0	NA	Intergenic	MER65D|LTR|ERV1	216868	NR_125417	101927459		NR_125416	ENSG00000253877	LINC01608	-	long intergenic non-protein coding RNA 1608	ncRNA
3340	chr5	146193107	146193637	+	0	NA	intron (NM_001271899, intron 2 of 9)	intron (NM_001271899, intron 2 of 9)	64948	NM_181675	5521		NM_181674	ENSG00000156475	PPP2R2B	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	protein phosphatase 2 regulatory subunit Bbeta	protein-coding
562	chr11	3360091	3361586	+	0	NA	Intergenic	Intergenic	39538	NM_007152	7748		NM_007152	ENSG00000005801	ZNF195	HRF1|ZNFP104	zinc finger protein 195	protein-coding
3357	chr6	143437954	143438733	+	0	NA	intron (NM_001366344, intron 2 of 6)	intron (NM_001366344, intron 2 of 6)	-8933	NM_001366358	51390		NM_016108	ENSG00000146416	AIG1	AIG-1|dJ95L4.1	androgen induced 1	protein-coding
2251	chr4	109291495	109292067	+	0	NA	Intergenic	Intergenic	-186608	NR_134679	101929621		NR_134679		LOC101929621	-	uncharacterized LOC101929621	ncRNA
1375	chr5	66124080	66125224	+	0	NA	promoter-TSS (NM_015183)	promoter-TSS (NM_015183)	51	NM_015183	375449		NM_015183	ENSG00000069020	MAST4	-	microtubule associated serine/threonine kinase family member 4	protein-coding
3362	chr7	28700864	28702233	+	0	NA	intron (NM_182899, intron 4 of 9)	intron (NM_182899, intron 4 of 9)	-24202	NM_001011666	9586		NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
5377	chr8	29471442	29472923	+	0	NA	Intergenic	Intergenic	133443	NR_026765	619351		NR_026765	ENSG00000251191	LINC00589	C8orf75|TSLNC8	long intergenic non-protein coding RNA 589	ncRNA
4790	chr2	129705245	129705941	+	0	NA	Intergenic	L1PA5|LINE|L1	83419	NR_110278	101927881		NR_110278		LOC101927881	-	uncharacterized LOC101927881	ncRNA
3328	chr5	17907102	17907721	+	0	NA	intron (NR_134286, intron 5 of 7)	LTR40b|LTR|ERVL	100028	NR_134287	646241		NR_134286		LINC02223	-	long intergenic non-protein coding RNA 2223	ncRNA
1821	chr9	16258834	16260151	+	0	NA	intron (NM_001364979, intron 1 of 3)	MLT1B|LTR|ERVL-MaLR	16819	NM_001364979	100129385		NM_001271829	ENSG00000205549	LINC03041	C9orf92|Em:AL513424.1	long intergenic non-protein coding RNA 3041	ncRNA
5032	chr9	107913088	107914017	+	0	NA	Intergenic	Intergenic	-93334	NM_001330731	23446		NM_022109	ENSG00000070214	SLC44A1	CD92|CDW92|CHTL1|CONATOC|CTL1	solute carrier family 44 member 1	protein-coding
1885	chr3	189248632	189249075	+	0	NA	Intergenic	Intergenic	-65682	NM_001329964	8626		NM_003722	ENSG00000073282	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	tumor protein p63	protein-coding
289	chr20	60374792	60375421	+	0	NA	intron (NM_001252339, intron 3 of 14)	intron (NM_001252339, intron 3 of 14)	-80302	NR_147702	100128310		NR_147702	ENSG00000179253	LOC100128310	-	uncharacterized LOC100128310	ncRNA
