PeakID (cmd=annotatePeaks.pl ../beds/community1.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1129	chr12	32711462	32712412	+	0	NA	intron (NM_001385118, intron 1 of 16)	intron (NM_001385118, intron 1 of 16)	24681	NM_001384130	121512		NM_139241	ENSG00000139132	FGD4	CMT4H|FRABP|ZFYVE6	FYVE, RhoGEF and PH domain containing 4	protein-coding
1267	chr12	111155987	111156586	+	0	NA	Intergenic	Intergenic	24410	NM_001244974	5501		NM_002710	ENSG00000186298	PPP1CC	PP-1G|PP1C|PPP1G	protein phosphatase 1 catalytic subunit gamma	protein-coding
6414	chr13	24553619	24554756	+	0	NA	intron (NM_001286792, intron 1 of 14)	intron (NM_001286792, intron 1 of 14)	246	NM_001286792	221178		NM_153023	ENSG00000182957	SPATA13	ARHGEF29|ASEF2	spermatogenesis associated 13	protein-coding
8095	chr14	106724694	106726316	+	0	NA	Intergenic	Intergenic	-18764	NR_033375	338004		NR_033375		LINC00226	C14orf97|NCRNA00226	long intergenic non-protein coding RNA 226	ncRNA
6749	chr4	75557892	75558386	+	0	NA	Intergenic	Intergenic	77510	NM_001657	374		NM_001657	ENSG00000109321	AREG	AR|AREGB|CRDGF|SDGF	amphiregulin	protein-coding
8277	chr3	143717020	143718239	+	0	NA	Intergenic	Kanga1d|DNA|TcMar-Tc2	25706	NM_001134470	205428		NM_173552	ENSG00000181744	DIPK2A	C3orf58|DIA1|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
2117	chr18	45517254	45517887	+	0	NA	Intergenic	Intergenic	-60053	NM_001135937	4087		NM_005901	ENSG00000175387	SMAD2	CHTD8|JV18|JV18-1|LDS6|MADH2|MADR2|hMAD-2|hSMAD2	SMAD family member 2	protein-coding
4995	chr8	142288082	142289242	+	0	NA	intron (NM_001286646, intron 1 of 8)	intron (NM_001286646, intron 1 of 8)	23996	NR_161376	105375787		NR_161376	ENSG00000254019	SLC45A4-AS1	-	SLC45A4 antisense RNA 1	ncRNA
7808	chr1	28216908	28218598	+	0	NA	TTS (NM_001355129)	TTS (NM_001355129)	18698	NM_001105556	9473		NM_004848	ENSG00000130775	THEMIS2	C1orf38|ICB-1|ICB1	thymocyte selection associated family member 2	protein-coding
4474	chr7	12726045	12727448	+	0	NA	promoter-TSS (NM_001195396)	promoter-TSS (NM_001195396)	-165	NM_001195396	10124		NM_005738	ENSG00000122644	ARL4A	ARL4	ADP ribosylation factor like GTPase 4A	protein-coding
7021	chr8	32405245	32406988	+	0	NA	5' UTR (NM_013956, exon 1 of 13)	5' UTR (NM_013956, exon 1 of 13)	287	NM_004495	3084		NM_004495	ENSG00000157168	NRG1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|MSTP131|NDF|NRG1-IT2|SMDF	neuregulin 1	protein-coding
6535	chr7	51030309	51031009	+	0	NA	Intergenic	Intergenic	-169509	NM_001001555	2887		NM_005311	ENSG00000106070	GRB10	GRB-IR|Grb-10|IRBP|MEG1|RSS	growth factor receptor bound protein 10	protein-coding
1966	chr17	37931370	37931660	+	0	NA	intron (NM_001257413, intron 3 of 3)	intron (NM_001257413, intron 3 of 3)	2963	NM_001284516	22806		NM_012481	ENSG00000161405	IKZF3	AIO|AIOLOS|IMD84|ZNFN1A3	IKAROS family zinc finger 3	protein-coding
5711	chr18	22118401	22118863	+	0	NA	Intergenic	Intergenic	78031	NM_001143828	59340		NM_021624	ENSG00000134489	HRH4	AXOR35|BG26|GPCR105|GPRv53|H4|H4R|HH4R	histamine receptor H4	protein-coding
2846	chr2	235797056	235797576	+	0	NA	Intergenic	L1PA2|LINE|L1	-63345	NM_014521	23677		NM_014521	ENSG00000130147	SH3BP4	BOG25|TTP	SH3 domain binding protein 4	protein-coding
3508	chr3	186782882	186785000	+	0	NA	intron (NM_001353916, intron 3 of 5)	intron (NM_001353916, intron 3 of 5)	27435	NM_001353916	6480		NM_003032	ENSG00000073849	ST6GAL1	CDw75|SIAT1|ST6GalI|ST6N	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein-coding
7700	chr1	160792959	160793602	+	0	NA	exon (NM_001261457, exon 7 of 9)	exon (NM_001261457, exon 7 of 9)	27316	NM_001261456	4063		NM_002348	ENSG00000122224	LY9	CD229|SLAMF3|hly9|mLY9	lymphocyte antigen 9	protein-coding
6555	chr9	14692629	14693935	+	0	NA	non-coding (NR_148716, exon 1 of 11)	non-coding (NR_148716, exon 1 of 11)	148	NM_001354121	340481		NM_178566	ENSG00000175893	ZDHHC21	DHHC-21|DHHC21|DNZ1|HSPC097	zinc finger DHHC-type palmitoyltransferase 21	protein-coding
6016	chr4	78297092	78298515	+	0	NA	Intergenic	Intergenic	-135104	NM_006419	10563		NM_006419	ENSG00000156234	CXCL13	ANGIE|ANGIE2|BCA-1|BCA1|BLC|BLR1L|SCYB13	C-X-C motif chemokine ligand 13	protein-coding
2977	chr20	56277953	56278857	+	0	NA	intron (NM_199171, intron 1 of 3)	intron (NM_199171, intron 1 of 3)	6666	NM_020182	56937		NM_020182	ENSG00000124225	PMEPA1	STAG1|TMEPAI	prostate transmembrane protein, androgen induced 1	protein-coding
7062	chr10	30794139	30794902	+	0	NA	Intergenic	Intergenic	70945	NM_001320961	1326		NM_005204	ENSG00000107968	MAP3K8	AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT	mitogen-activated protein kinase kinase kinase 8	protein-coding
856	chr11	45323156	45324143	+	0	NA	Intergenic	Intergenic	-15757	NM_001247987	57586		NM_020826	ENSG00000019505	SYT13	-	synaptotagmin 13	protein-coding
1105	chr12	25310619	25311200	+	0	NA	intron (NM_001204101, intron 1 of 12)	AluY|SINE|Alu	37185	NR_147909	55259		NM_018272	ENSG00000118307	DNAI7	CASC1|CFAP94|LAS1|PPP1R54	dynein axonemal intermediate chain 7	protein-coding
8495	chr2	118561358	118561912	+	0	NA	Intergenic	L1PA3|LINE|L1	-10632	NM_006773	8886		NM_006773	ENSG00000088205	DDX18	Has1|MrDb	DEAD-box helicase 18	protein-coding
5748	chr2	8755883	8756266	+	0	NA	Intergenic	Intergenic	-32152	NR_110257	101929567		NR_110257	ENSG00000236008	LINC01814	-	long intergenic non-protein coding RNA 1814	ncRNA
5622	chr15	81476574	81476927	+	0	NA	Intergenic	LTR16A|LTR|ERVL	-12470	NM_001352684	3603		NM_004513	ENSG00000172349	IL16	LCF|NIL16|PRIL16|prIL-16	interleukin 16	protein-coding
5952	chr3	138152909	138154336	+	0	NA	non-coding (NR_136409, exon 1 of 23)	non-coding (NR_136409, exon 1 of 23)	164	NM_001322831	83850		NM_031913	ENSG00000158220	ESYT3	CHR3SYT|E-Syt3|FAM62C	extended synaptotagmin 3	protein-coding
4389	chr6	152481474	152481829	+	0	NA	intron (NM_033071, intron 130 of 145)	HAL1|LINE|L1	7771	NM_001347702	23345		NM_015293	ENSG00000131018	SYNE1	8B|AMC3|AMCM|ARCA1|C6orf98|CPG2|EDMD4|KASH1|MYNE1|Nesp1|SCAR8|dJ45H2.2	spectrin repeat containing nuclear envelope protein 1	protein-coding
7332	chr6	47327919	47329266	+	0	NA	Intergenic	AluSx1|SINE|Alu	-50951	NM_014452	27242		NM_014452	ENSG00000146072	TNFRSF21	BM-018|CD358|DR6	TNF receptor superfamily member 21	protein-coding
7352	chr6	144327938	144329910	+	0	NA	non-coding (NR_002768, exon 1 of 1)	non-coding (NR_002768, exon 1 of 1)	472	NM_001289048	5325		NM_002656	ENSG00000118495	PLAGL1	LOT1|ZAC|ZAC1	PLAG1 like zinc finger 1	protein-coding
1786	chr16	21391034	21391832	+	0	NA	intron (NR_045011, intron 3 of 5)	intron (NR_045011, intron 3 of 5)	30749	NR_045011	100652781		NM_001012391		SNX29P1	RUNDC2B|RUNDC2L	sorting nexin 29 pseudogene 1	pseudo
4074	chr6	1313127	1314148	+	0	NA	exon (NM_033260, exon 1 of 1)	exon (NM_033260, exon 1 of 1)	1304	NM_033260	94234		NM_033260	ENSG00000164379	FOXQ1	HFH1	forkhead box Q1	protein-coding
5661	chr16	80624938	80625723	+	0	NA	Intergenic	Intergenic	-18625	NR_104666	101928276		NR_104665	ENSG00000260737	LINC01227	-	long intergenic non-protein coding RNA 1227	ncRNA
2199	chr19	6518264	6518673	+	0	NA	Intergenic	Intergenic	-12569	NM_003811	8744		NM_003811	ENSG00000125657	TNFSF9	4-1BB-L|CD137L|TNLG5A	TNF superfamily member 9	protein-coding
5932	chr3	53136737	53137148	+	0	NA	intron (NM_052859, intron 10 of 12)	intron (NM_052859, intron 10 of 12)	27509	NM_052859	91869		NM_052859	ENSG00000163933	RFT1	CDG1N	RFT1 homolog	protein-coding
1587	chr15	40850288	40851081	+	0	NA	intron (NM_001382442, intron 2 of 3)	intron (NM_001382442, intron 2 of 3)	6557	NM_001080791	90416		NM_052849	ENSG00000128891	CCDC32	C15orf57|CFNDS	coiled-coil domain containing 32	protein-coding
7421	chr8	128990051	128990452	+	0	NA	intron (NR_003367, intron 3 of 8)	intron (NR_003367, intron 3 of 8)	17372	NR_031610	100302161		NR_031610	ENSG00000221771	MIR1205	MIRN1205|hsa-mir-1205	microRNA 1205	ncRNA
3378	chr3	113473185	113474011	+	0	NA	intron (NM_001690, intron 1 of 14)	intron (NM_001690, intron 1 of 14)	7716	NM_001690	523		NM_001690	ENSG00000114573	ATP6V1A	ARCL2D|ATP6A1|ATP6V1A1|DEE93|HO68|IECEE3|VA68|VPP2|Vma1	ATPase H+ transporting V1 subunit A	protein-coding
8545	chr10	58393664	58394730	+	0	NA	Intergenic	LOR1a|LTR|ERV1	-273163	NM_032997	11130		NM_007057	ENSG00000122952	ZWINT	HZwint-1|KNTC2AP|SIP30|ZWINT1	ZW10 interacting kinetochore protein	protein-coding
2274	chr19	38468761	38470503	+	0	NA	intron (NM_015073, intron 1 of 21)	AluJr|SINE|Alu	71784	NM_015073	23094		NM_015073	ENSG00000105738	SIPA1L3	CTRCT45|SPAL3|SPAR3	signal induced proliferation associated 1 like 3	protein-coding
8114	chr20	61590563	61591277	+	0	NA	intron (NM_022082, intron 3 of 12)	CpG	6859	NM_001302643	63910		NM_022082	ENSG00000101194	SLC17A9	C20orf59|POROK8|VNUT	solute carrier family 17 member 9	protein-coding
7462	chr10	57389583	57391464	+	0	NA	Intergenic	CpG	-2821	NM_001354404	65217		NM_033056	ENSG00000150275	PCDH15	CDHR15|DFNB23|USH1F	protocadherin related 15	protein-coding
639	chr10	65022523	65022734	+	0	NA	intron (NM_001322252, intron 2 of 24)	intron (NM_001322252, intron 2 of 24)	6355	NM_001282948	221037		NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
6416	chr13	33607345	33608228	+	0	NA	intron (NM_004795, intron 1 of 4)	L2a|LINE|L2	17225	NM_004795	9365		NM_004795	ENSG00000133116	KL	HFTC3|KLA	klotho	protein-coding
5840	chr2	201574064	201574337	+	0	NA	intron (NR_135011, intron 2 of 31)	AluSc8|SINE|Alu	13754	NR_135011	107161151		NR_135011		AOX3P-AOX2P	AOX3/AOX3L1	AOX3P-AOX2P readthrough, transcribed pseudogene	pseudo
7003	chr4	170585914	170586438	+	0	NA	intron (NM_001243374, intron 1 of 11)	intron (NM_001243374, intron 1 of 11)	4963	NM_001243374	1182		NM_001829	ENSG00000109572	CLCN3	CLC3|ClC-3|NEDHYBA|NEDSBA	chloride voltage-gated channel 3	protein-coding
4476	chr7	12759418	12759910	+	0	NA	Intergenic	Intergenic	32406	NM_005738	10124		NM_005738	ENSG00000122644	ARL4A	ARL4	ADP ribosylation factor like GTPase 4A	protein-coding
6857	chr2	106002445	106002858	+	0	NA	intron (NM_001318899, intron 3 of 7)	intron (NM_001318899, intron 3 of 7)	12857	NM_001450	2274		NM_001450	ENSG00000115641	FHL2	AAG11|DRAL|FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding
130	chr1	53112275	53112645	+	0	NA	intron (NR_135156, intron 3 of 5)	MER82|DNA|TcMar-Tigger	13620	NR_135157	348378		NM_001042693	ENSG00000182183	SHISAL2A	FAM159A|PRO7171|WWLS2783	shisa like 2A	protein-coding
6837	chr10	6797984	6799802	+	0	NA	Intergenic	MER121|DNA|TcMar?	19549	NR_138480	108570035		NR_138480		LINP1	PARROT	lncRNA in non-homologous end joining pathway 1	ncRNA
2745	chr2	196965669	196966698	+	0	NA	Intergenic	Intergenic	-32622	NM_018897	56171		NM_018897	ENSG00000118997	DNAH7	CILD50	dynein axonemal heavy chain 7	protein-coding
828	chr11	14790077	14790860	+	0	NA	intron (NM_000922, intron 1 of 15)	intron (NM_000922, intron 1 of 15)	122749	NM_001377214	120227		NM_024514	ENSG00000186104	CYP2R1	-	cytochrome P450 family 2 subfamily R member 1	protein-coding
3781	chr4	164534458	164534992	+	0	NA	promoter-TSS (NM_017923)	promoter-TSS (NM_017923)	-39	NM_017923	55016		NM_017923	ENSG00000145416	MARCHF1	MARCH-I|MARCH1|RNF171	membrane associated ring-CH-type finger 1	protein-coding
2559	chr2	99049932	99050644	+	0	NA	Intergenic	MER61-int|LTR|ERV1	-10762	NM_001351424	3631		NM_001566	ENSG00000040933	INPP4A	INPP4|TVAS1	inositol polyphosphate-4-phosphatase type I A	protein-coding
2539	chr2	89483265	89484959	+	0	NA	Intergenic	L1PA4|LINE|L1	372228	NR_039635	100616399		NR_039635	ENSG00000265510	MIR4436A	mir-4436a	microRNA 4436a	ncRNA
1964	chr17	37818796	37819450	+	0	NA	exon (NM_001165937, exon 15 of 15)	exon (NM_001165937, exon 15 of 15)	-2479	NM_003673	8557		NM_003673	ENSG00000173991	TCAP	CMD1N|CMH25|LGMD2G|LGMDR7|T-cap|TELE|telethonin	titin-cap	protein-coding
2844	chr2	235397616	235398086	+	0	NA	Intergenic	Intergenic	7842	NM_005737	10123		NM_005737	ENSG00000188042	ARL4C	ARL7|LAK	ADP ribosylation factor like GTPase 4C	protein-coding
261	chr1	118727300	118728360	+	0	NA	promoter-TSS (NM_206996)	promoter-TSS (NM_206996)	21	NM_206996	200162		NM_206996	ENSG00000155761	SPAG17	CT143|PF6|SPGF55	sperm associated antigen 17	protein-coding
6014	chr4	74902909	74903126	+	0	NA	intron (NM_002090, intron 3 of 3)	intron (NM_002090, intron 3 of 3)	1389	NM_002090	2921		NM_002090	ENSG00000163734	CXCL3	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	C-X-C motif chemokine ligand 3	protein-coding
5270	chr9	140335720	140336378	+	0	NA	promoter-TSS (NM_001033113)	promoter-TSS (NM_001033113)	-240	NM_198585	377841		NM_198585	ENSG00000188833	ENTPD8	E-NTPDase|GLSR2492|NTPDase-8|UNQ2492	ectonucleoside triphosphate diphosphohydrolase 8	protein-coding
298	chr1	158132598	158133545	+	0	NA	Intergenic	Intergenic	-14749	NM_001371763	912		NM_001766	ENSG00000158473	CD1D	CD1A|R3|R3G1	CD1d molecule	protein-coding
3998	chr5	137438447	137439351	+	0	NA	Intergenic	Intergenic	19177	NR_125351	7478		NM_031933	ENSG00000061492	WNT8A	WNT8D	Wnt family member 8A	protein-coding
1249	chr12	102248349	102249541	+	0	NA	Intergenic	Intergenic	-22413	NM_018370	55332		NM_018370	ENSG00000136048	DRAM1	DRAM	DNA damage regulated autophagy modulator 1	protein-coding
3470	chr3	170625673	170626921	+	0	NA	intron (NM_020390, intron 1 of 4)	CpG	129	NM_020390	56648		NM_020390	ENSG00000163577	EIF5A2	EIF-5A2|eIF5AII	eukaryotic translation initiation factor 5A2	protein-coding
2319	chr19	52124461	52124734	+	0	NA	intron (NM_001384708, intron 7 of 7)	intron (NM_001384708, intron 7 of 7)	9057	NM_001384708	8778		NM_003830	ENSG00000268500	SIGLEC5	CD170|CD33L2|OB-BP2|OBBP2|SIGLEC-5	sialic acid binding Ig like lectin 5	protein-coding
697	chr10	95753433	95754292	+	0	NA	5' UTR (NM_001288989, exon 1 of 33)	5' UTR (NM_001288989, exon 1 of 33)	174	NM_016341	51196		NM_016341	ENSG00000138193	PLCE1	NPHS3|PLCE|PPLC	phospholipase C epsilon 1	protein-coding
8394	chr13	74339619	74342144	+	0	NA	intron (NM_007249, intron 5 of 7)	intron (NM_007249, intron 5 of 7)	202500	NR_047009	100874155		NR_047009		LINC00392	-	long intergenic non-protein coding RNA 392	ncRNA
1609	chr15	51627482	51628204	+	0	NA	intron (NM_031226, intron 1 of 10)	intron (NM_031226, intron 1 of 10)	2950	NM_031226	1588		NM_000103	ENSG00000137869	CYP19A1	ARO|ARO1|CPV1|CYAR|CYP19|CYPXIX|P-450AROM	cytochrome P450 family 19 subfamily A member 1	protein-coding
4505	chr7	23375480	23376215	+	0	NA	intron (NM_006547, intron 10 of 14)	intron (NM_006547, intron 10 of 14)	36889	NM_138446	115416		NM_138446	ENSG00000156928	MALSU1	C7orf30|mtRsfA	mitochondrial assembly of ribosomal large subunit 1	protein-coding
5163	chr9	102006549	102007678	+	0	NA	Intergenic	GA-rich|Low_complexity|Low_complexity	22549	NM_006808	10952		NM_006808	ENSG00000106803	SEC61B	-	SEC61 translocon subunit beta	protein-coding
611	chr10	61640808	61641137	+	0	NA	intron (NM_005436, intron 1 of 8)	intron (NM_005436, intron 1 of 8)	25342	NM_005436	8030		NM_005436	ENSG00000108091	CCDC6	D10S170|H4|PTC|PTC1|TPC|TST1	coiled-coil domain containing 6	protein-coding
7943	chr19	58533343	58533863	+	0	NA	Intergenic	MER53|DNA|hAT	-11790	NM_182572	284312		NM_182572	ENSG00000152467	ZSCAN1	MZF-1|ZNF915	zinc finger and SCAN domain containing 1	protein-coding
6284	chr8	64059108	64059952	+	0	NA	Intergenic	MER48|LTR|ERV1	21471	NR_102684	101410533		NR_102684	ENSG00000270673	YTHDF3-DT	YTHDF3-AS1	YTHDF3 divergent transcript	ncRNA
1879	chr16	86022374	86022817	+	0	NA	Intergenic	Intergenic	70642	NR_106832	102466732		NR_106832	ENSG00000274134	MIR6774	hsa-mir-6774	microRNA 6774	ncRNA
